chr pos1 pos2 r2_wht r2_cmn r2_cbr n_snps_wht pi_wht tajd_wht n_snps_cmn pi_cmn tajd_cmn n_snps_cbr pi_cbr tajd_cbr fst_wht_cbr fst_wht_cmn fst_cbr_cmn
chrIX 6225001 6300000 0.0962914990542328 0.0511821743635531 0.165591779727489 23 2.1246e-05 -1.19099 29 2.10883e-05 -1.53183 19 2.16073e-05 -1.1508 -0.00804654 -0.00284209 0.00117465
chrIX 6300001 6375000 0.0737259516353916 0.085436545742433 0.107397179809352 35 4.88792e-05 -0.349932 33 4.84968e-05 -0.148023 22 6.03762e-05 0.816682 -0.00447077 -0.00370228 -0.00194065
chrIX 6375001 6450000 0.092952817338248 0.0802081071030544 0.0732066433459132 27 4.65778e-05 0.256942 24 4.976e-05 0.920062 20 5.66957e-05 1.41442 0.0148702 0.010188 -0.00563045
chrIX 6450001 6525000 0.104347529583333 0.206742214085498 0.0737783308387446 29 2.05612e-05 -1.2908 37 2.69668e-05 -1.51109 18 2.67774e-05 -0.41943 0.0241853 0.0364802 0.00894935
chrIX 6525001 6600000 0.092744407243098 0.110879626404352 0.092612929689558 51 7.40825e-05 -0.644424 46 6.28497e-05 -0.666776 32 6.71924e-05 0.218453 0.00437199 0.002299 -0.000178304
chrIX 6600001 6675000 0.106947812054893 0.103486277433287 0.121901354369964 82 0.000120116 -0.690509 72 0.000110089 -0.457035 63 0.000122722 -0.166628 0.00380441 0.0042273 -0.00282017
chrIX 6675001 6750000 0.0946774292526952 0.109371950079435 0.0925974615976423 63 0.000116401 0.33467 77 0.000109516 -0.263932 50 0.000128019 0.832982 0.00267329 0.000121765 0.00275862
chrIX 6750001 6825000 0.074203899140493 0.0895268418543824 0.0929914690952354 61 7.92994e-05 -0.910837 49 7.2022e-05 -0.554389 46 8.38498e-05 -0.505034 0.0103312 0.0147674 -0.00297456
chrIX 6825001 6900000 0.161028032707277 0.171636742121508 0.19716098040746 82 0.000171064 0.725937 72 0.000166391 1.18609 61 0.000208541 1.83035 0.00443069 0.00084697 -0.000363721
chrIX 6900001 6975000 0.0950748396810021 0.09924099072451 0.106566835726519 37 5.77655e-05 -0.394823 43 5.85254e-05 -0.723751 32 6.15305e-05 -0.337887 0.000262471 0.00309387 0.00645095
chrIX 6975001 7050000 0.0945595527862878 0.0889677085266982 0.106814224826225 89 0.000155624 0.00168492 88 0.000143089 -0.192465 83 0.000158714 -0.0837728 -0.00382536 -0.00374262 -0.000494763
chrIX 7050001 7125000 0.0951421428138617 0.100399089460321 0.110149679904923 103 0.000137829 -0.31827 110 0.000133823 -0.522301 91 0.000159717 -0.208528 0.00267503 -0.000605868 0.00619788
chrIX 7125001 7200000 0.118765000969204 0.143179790141538 0.179947544988137 28 4.3859e-05 -0.0752215 33 4.7895e-05 -0.365874 21 4.85238e-05 0.726861 -0.00351808 0.013694 0.00792824
chrIX 7200001 7275000 0.162999266317798 0.164599211743066 0.160881657197309 24 4.24353e-05 0.843642 19 3.81244e-05 1.40046 20 4.78086e-05 1.23629 -0.00763238 -0.0048228 -0.00275481
chrIX 7275001 7350000 0.0681944054960317 0.127704279047619 0.100375215505952 19 1.77816e-05 -0.963678 22 2.02735e-05 -1.05469 14 2.16097e-05 -0.378818 0.0283447 0.0250421 0.00603764
chrIX 7350001 7425000 0.0720741183219955 0.0726723122602976 0.0689205555513468 26 2.7716e-05 -0.969905 27 2.98514e-05 -0.903497 15 2.79759e-05 0.0588114 -0.000594057 0.0116333 0.00069815
chrIX 7425001 7500000 0.108902183253968 0.105230243565688 0.199685627003968 34 2.74435e-05 -1.19761 24 3.583e-05 0.0259042 17 3.71605e-05 0.0492407 -0.00494632 0.00569498 0.00891504
chrIX 7500001 7575000 0.267677610535714 0.206688398842593 0.314037394940476 20 1.74319e-05 -1.03541 25 2.0056e-05 -1.32078 14 2.89002e-05 -0.173167 0.0228089 0.00256923 0.00773913
chrIX 7575001 7650000 0.11099529298902 0.115450385145442 0.103627021602807 38 3.9825e-05 -1.13437 24 4.62223e-05 0.142495 19 4.47877e-05 0.188632 0.0209054 0.00391141 0.0132412
chrIX 7650001 7725000 0.0977562992883658 0.0937115975150551 0.111225249269459 83 0.00012527 -0.570799 65 0.000128837 0.197951 51 0.000139815 0.840808 0.0142127 0.00758381 0.00591736
chrIX 7725001 7800000 0.0914591322908533 0.0912162430163492 0.0657483558673475 55 6.11596e-05 -0.827588 56 5.90641e-05 -0.735434 43 7.68643e-05 -0.289011 0.0418372 0.0394401 0.0113389
chrIX 7800001 7875000 0.124260017731216 0.101133873800193 0.094437437168497 42 0.000114063 1.06089 48 0.000118685 0.797864 35 0.000116232 1.74477 0.0034447 0.00124074 0.00449965
chrIX 7875001 7950000 0.0726653155667823 0.0659543346535685 0.0790032763764967 71 8.72053e-05 -0.798971 70 9.42367e-05 -0.611842 49 0.00010221 0.0668061 0.00145344 0.00226044 0.0054035
chrIX 7950001 8025000 0.0928383931503237 0.0746551482503156 0.10143760364347 74 0.000123204 -0.279932 64 0.00013344 0.412928 50 0.000140055 1.04843 0.0177331 0.0169882 0.00500041
chrIX 8025001 8100000 0.0875574484935665 0.107192584267082 0.0827798991322866 34 3.13906e-05 -1.28316 32 3.33698e-05 -1.08072 22 3.81851e-05 -0.33127 0.0448136 -0.00229465 0.0288257
chrIX 8100001 8175000 0.128005610865378 0.0705782755598106 0.0707310514785628 54 5.74884e-05 -1.27392 46 5.37301e-05 -1.08376 37 5.7768e-05 -0.754862 0.0187818 0.0081153 0.00750353
chrIX 8175001 8250000 0.106009030139567 0.0910930648168739 0.083661114204301 58 5.93832e-05 -1.43443 53 6.14528e-05 -1.19578 45 6.37949e-05 -1.07122 0.00211267 0.0164 0.00625436
chrIX 8250001 8325000 0.0687830020833333 0.0423724289285714 0.0508769875 28 1.87469e-05 -1.8166 22 1.86507e-05 -1.47829 10 1.61689e-05 -0.589613 0.0272137 0.0407001 0.000351949
chrIX 8325001 8400000 0.0583906313114663 0.27783066875 0.173298961190476 40 2.52286e-05 -1.93031 24 2.33906e-05 -1.28431 23 2.65412e-05 -1.23 -0.0037158 -0.00335159 -0.00171422
chrIX 8400001 8475000 0.1555980375 0.119142691785714 0.245174303333333 13 2.18641e-05 -0.189424 10 2.54999e-05 0.726438 11 2.44292e-05 0.12683 -0.00111173 0.00568474 0.0123207
chrIX 8550001 8625000 0.0736423876340802 0.0576440002227183 0.0752923911863119 55 6.94932e-05 -0.541243 49 6.97594e-05 -0.22136 42 7.43821e-05 0.0374529 0.0171555 0.0284759 0.00222278
chrIX 8625001 8700000 0.0685011444444444 0.0524454362337662 0.0594594181547619 30 2.69215e-05 -1.38302 25 2.16884e-05 -1.34448 15 2.50056e-05 -0.378717 0.0100414 0.00660278 0.0218202
chrIX 8700001 8775000 0.01378994 0.402354718531746 0.070134775 15 7.92758e-06 -1.8443 27 6.88718e-06 -2.31965 15 7.55731e-06 -1.9649 0.00854321 0.0334816 0.00121132
chrIX 8775001 8850000 0.0938741577258852 0.0416577275952381 0.0694360869669913 38 2.19663e-05 -1.88164 26 2.11263e-05 -1.36776 24 2.98073e-05 -1.02296 0.0182247 -0.00334758 0.022032
chrIX 8850001 8925000 0.134693712031025 0.153275731847042 0.12063753073139 22 2.28848e-05 -0.483566 29 2.63264e-05 -1.26716 20 3.05069e-05 -0.707582 0.0909117 0.113133 0.026246
chrIX 8925001 9e+06 0.0433051658597884 0.0668098437003968 0.0323274257738095 21 1.44866e-05 -1.77909 22 1.41549e-05 -1.81475 19 1.46419e-05 -1.74886 0.00871945 -0.00105991 -0.00195141
chrIX 9000001 9075000 0.0859653955082219 0.0820502445878161 0.124335225175261 67 7.41464e-05 -0.886943 63 8.22147e-05 -0.589471 51 9.38741e-05 -0.373115 0.0147337 0.0147714 0.0108551
chrIX 9075001 9150000 0.111508698849206 0.134561213101852 0.167005721296296 20 2.42442e-05 -0.85238 15 2.99229e-05 0.16428 11 3.41884e-05 1.00036 0.00330687 0.0374905 0.0521954
chrIX 9150001 9225000 0.132464175 0.0547690128571428 0.0430804 15 8.40929e-06 -1.73978 19 1.22467e-05 -1.53619 8 1.16201e-05 -0.637974 0.0139673 0.0361783 0.0118028
chrIX 9225001 9300000 0.154535428644481 0.0283449961451247 0.0395189535714286 35 2.68764e-05 -1.76163 26 2.68757e-05 -1.21855 18 2.52813e-05 -0.896323 0.0558704 0.132754 0.0466935
chrIX 9300001 9375000 0.0861842941924255 0.0621061550721501 0.0838503703486395 23 1.9192e-05 -1.23142 22 1.97123e-05 -1.10084 17 1.90594e-05 -0.923074 0.0255869 0.00136349 0.0178496
chrIX 9375001 9450000 0.0679357554573931 0.0714248119765386 0.0613206025843601 45 5.96883e-05 -0.600739 54 6.05096e-05 -0.950913 34 6.65148e-05 0.0827896 0.0384904 0.0235207 0.0100909
chrIX 9450001 9525000 0.0469445689351852 0.031752906 0.0485771864285714 39 2.48926e-05 -1.74245 29 2.33857e-05 -1.40723 26 2.52977e-05 -1.46786 0.0226672 0.00738219 0.000302299
chrIX 9525001 9600000 0.075261 0.0581204333333333 0.146970775 23 3.83947e-06 -2.44987 12 2.81262e-06 -2.03826 8 2.50768e-06 -1.91552 NA NA NA
chrIX 9600001 9675000 0.0580743872367027 0.0430226447058824 0.0542214576190476 39 2.53314e-05 -1.97062 41 2.32691e-05 -2.04323 20 1.90414e-05 -1.53535 0.0373066 0.0177054 0.00629177
chrIX 9675001 9750000 0.0889283862380857 0.125061603791548 0.0740447112193362 30 2.19497e-05 -1.57716 31 1.92211e-05 -1.63327 26 1.878e-05 -1.46989 -0.00468649 0.00568003 -0.00352039
chrIX 9750001 9825000 0.0925489400869904 0.111968718725719 0.0423404766405508 55 3.49651e-05 -1.86495 45 3.29461e-05 -1.52021 25 2.74559e-05 -0.885834 0.00141944 -0.000725292 -0.000857759
chrIX 9825001 9900000 0.124187900852533 0.0779463521954679 0.0943429474858893 53 3.16633e-05 -1.87777 33 2.79106e-05 -1.26531 33 3.01898e-05 -1.38796 0.0172366 0.00541029 0.0353582
chrIX 9900001 9975000 0.087699718 0.132038404776786 0.1080819325 40 2.82643e-05 -1.72819 51 2.99243e-05 -1.94959 24 3.09033e-05 -1.08294 -0.00620384 0.00212051 0.00354864
chrIX 10050001 10125000 0.0527990834615385 0.0509200333333333 0.0898626623333333 29 2.0775e-05 -1.79574 27 1.62978e-05 -1.89656 16 1.93531e-05 -1.16863 0.0797178 0.188539 0.0275765
chrIX 10275001 10350000 0.238432175 NA NA 9 1.31667e-05 -0.411951 10 8.96209e-06 -1.12703 8 5.65419e-06 -1.35062 0.0842108 0.0797269 0.0131214
chrIX 10425001 10500000 0.0291837 0.294925152281746 0.19142505 13 6.28336e-06 -1.68097 24 8.4384e-06 -1.8995 14 6.6965e-06 -1.78318 0.162361 0.201215 0.0540848
chrIX 10500001 10575000 0.0972275492592592 0.104840902825397 0.141033751445578 16 2.53285e-05 -0.692995 18 2.31829e-05 -0.972849 13 2.55441e-05 -0.346284 -0.00109061 0.0302109 0.01622
chrIX 10575001 10650000 0.18258795 0.0577423475 0.257275725 16 1.02795e-05 -1.59591 16 6.41284e-06 -1.8894 12 1.14091e-05 -1.33825 0.0546103 0.0589385 0.0216324
chrIX 10650001 10725000 0.0735434812819126 0.0574583698938164 0.0638495150850689 35 4.07051e-05 -0.899452 33 3.85096e-05 -0.753464 25 5.61464e-05 0.184984 0.153492 0.165215 0.00911552
chrIX 10725001 10800000 0.0915702430769231 0.0742901381944445 0.126013675757576 23 2.7969e-05 -0.762326 33 3.18262e-05 -1.31362 22 3.42887e-05 -0.830821 0.0216417 0.0233225 0.012738
chrIX 10800001 10875000 0.0504707898015873 0.063740045 0.0732312488095238 14 1.52587e-05 -1.07903 18 1.48485e-05 -1.34696 8 1.23294e-05 -0.143738 -0.00370037 -0.00455509 -0.00545968
chrIX 10875001 10950000 0.097300891604337 0.0684914994230769 0.0896753084027778 49 2.77088e-05 -1.91997 48 2.51135e-05 -1.93288 31 3.18752e-05 -1.35917 0.000937958 -0.00345613 0.00771319
chrIX 10950001 11025000 0.1112413 NA NA 9 2.9548e-06 -1.87202 11 2.01993e-06 -2.0528 5 1.52236e-06 -1.66919 NA NA NA
chrIX 11025001 11100000 0.118579431340352 0.0720618727212891 0.117147363519684 63 2.55806e-05 -2.24173 48 2.34446e-05 -2.04869 45 4.05572e-05 -1.68751 0.0208701 0.00107005 0.0274517
chrIX 11100001 11175000 0.131917434969033 0.0651524373794766 0.0433511316888528 43 3.44963e-05 -1.21332 39 3.56692e-05 -1.11907 26 3.95969e-05 -0.471243 0.0174369 0.0209977 0.00553106
chrIX 11175001 11250000 0.0814708845381697 0.089860007504861 0.0756525891999813 57 4.2228e-05 -1.60755 56 3.91254e-05 -1.5783 40 5.01255e-05 -1.21397 0.0036242 -0.00328973 0.00749271
chrIX 11250001 11325000 0.118226471715686 0.0483921503333333 0.0241839 32 9.28295e-06 -2.1518 33 9.35877e-06 -2.18029 14 7.92011e-06 -1.52889 -0.00156752 -0.00308795 -0.00839611
chrIX 11325001 11400000 0.11716656021164 0.150943815573593 0.169866261339286 42 3.71517e-05 -1.4938 28 3.91242e-05 -0.578215 22 3.91131e-05 -0.573325 0.00920174 0.00991947 0.00806845
chrIX 11400001 11475000 0.0589307918055556 0.0944497754830586 0.0540361926530612 12 7.43052e-06 -1.67444 16 6.72319e-06 -1.97418 9 4.80677e-06 -1.74974 NA NA NA
chrIX 11475001 11550000 0.063035255764914 0.156459078813768 0.112845275272117 59 7.9492e-05 -0.40668 70 8.54783e-05 -0.680727 34 8.77969e-05 1.0578 0.0270953 0.000594597 0.0297756
chrIX 11550001 11625000 0.0758714531481482 0.0839306733333333 0.0914185023571429 27 1.14345e-05 -2.10124 14 1.12663e-05 -1.35339 12 1.172e-05 -1.37189 0.0247589 0.049507 -0.000759968
chrIX 11625001 11700000 0.0995274398148148 0.107132374768519 0.0872703822519841 27 3.76329e-05 -0.801295 28 4.15305e-05 -0.646645 20 4.09233e-05 -0.129626 0.00604017 -0.00257698 0.00244129
chrIX 11700001 11775000 0.0860913238193186 0.0913634909383583 0.109015347040329 67 5.12121e-05 -1.62145 70 5.30642e-05 -1.62535 49 5.91383e-05 -1.19933 0.0321191 0.0118858 0.0100071
chrIX 11775001 11850000 0.0648150925121832 0.0507318275925926 0.0800503590277778 30 2.32319e-05 -1.41211 34 2.57807e-05 -1.47212 23 2.51869e-05 -1.09136 -0.00267197 0.00971292 0.0125373
chrIX 11850001 11925000 0.0557516821636364 0.0790717040123457 0.193551033030303 44 2.02398e-05 -2.18139 35 1.69626e-05 -2.03337 26 1.87563e-05 -1.80663 0.00302296 0.00702356 -0.00175558
chrIX 11925001 1.2e+07 0.0511002669034577 0.103406373397158 0.178504015569801 40 2.50421e-05 -1.80563 35 2.28542e-05 -1.72142 22 2.88843e-05 -0.953478 0.00787581 0.00263236 0.016695
chrIX 12000001 12075000 0.0613527412412882 0.0769105859964374 0.139392686353074 36 4.9449e-05 -0.81094 40 5.12553e-05 -0.783081 26 2.62544e-05 -1.37351 0.147621 0.00488318 0.0879371
chrIX 12075001 12150000 0.0427651193181818 0.185270705952381 0.0399077979691877 31 1.78325e-05 -1.99255 33 1.76909e-05 -2.00572 29 2.11365e-05 -1.87966 0.0218772 0.00147021 0.0331943
chrIX 12150001 12225000 0.122379659761905 0.0704723414935065 0.0490694385714286 27 1.21827e-05 -2.12502 23 1.23341e-05 -1.8988 13 9.52039e-06 -1.65917 0.00577244 -0.00307977 0.00586851
chrIX 12225001 12300000 0.139170503276099 0.101167472272727 0.123509041456349 53 1.80725e-05 -2.29444 36 1.49649e-05 -2.07711 24 2.0895e-05 -1.61839 0.0684748 0.0376309 0.00692556
chrIX 12300001 12375000 0.0463387871031746 0.0350579625 0.03020692 16 1.72982e-05 -0.88312 11 1.82686e-05 -0.118167 14 2.05117e-05 -0.585697 0.00680809 0.0185548 0.000249481
chrIX 12375001 12450000 0.0700869847746032 0.0756701707933985 0.0713459302635743 27 1.99153e-05 -1.37125 20 1.85566e-05 -0.864046 13 2.26523e-05 -0.224125 0.0165515 0.00329538 0.0059408
chrIX 12450001 12525000 0.077397293346345 0.0625171795138889 0.112952717460609 53 3.61373e-05 -1.71498 40 3.90943e-05 -1.19283 35 4.63758e-05 -1.14874 0.0219881 0.0080655 0.0140731
chrIX 12525001 12600000 0.179281153214286 0.290706930357143 0.288958683333333 27 2.16838e-05 -1.58982 17 1.73904e-05 -1.05698 11 1.76435e-05 -0.556396 0.013021 0.0054445 -0.00227073
chrIX 12600001 12675000 0.078583275 0.03731295 0.0460374694444444 27 1.03785e-05 -2.1981 15 1.28283e-05 -1.20634 19 2.08637e-05 -1.21453 0.0940534 0.0288368 0.0281543
chrIX 12975001 13050000 0.02589322 0.0450736 NA 14 7.97436e-06 -1.74878 17 5.31488e-06 -2.08239 8 3.55142e-06 -1.78271 0.0728617 0.0512264 -0.00250423
chrIX 13200001 13275000 0.0337684945871985 0.0446333666666667 0.0400298158712121 9 5.31392e-06 -1.55611 5 3.37991e-06 -1.18298 7 5.20728e-06 -1.42821 -0.00670151 0.00789882 0.00705127
chrIX 13275001 13350000 0.173433546687197 0.174809754594306 0.11221282707037 64 6.53879e-05 -1.13079 52 5.87635e-05 -0.913605 44 8.43785e-05 -0.241961 -0.00623061 0.00660138 0.0158927
chrIX 13425001 13500000 0.150874311321588 0.114289393402143 0.108567718161645 75 7.06141e-05 -1.31469 59 7.32283e-05 -0.69307 46 9.1557e-05 -0.152895 0.0590674 0.0487814 0.00658179
chrIX 13500001 13575000 0.1216389975 NA 0.0196296833333333 19 5.57036e-06 -2.20616 11 5.07963e-06 -1.74523 11 6.45207e-06 -1.77114 -0.000639851 -0.00523812 -0.00374572
chrIX 13575001 13650000 0.370670560714286 0.205225342078431 0.168590906666667 19 1.01241e-05 -1.87697 16 1.15313e-05 -1.58822 17 1.14629e-05 -1.79925 0.00703069 0.114224 0.0505828
chrIX 13650001 13725000 0.07058225 0.230031588571429 0.282896936875 35 1.31181e-05 -2.1386 34 1.12735e-05 -2.08977 26 1.25861e-05 -2.01863 0.0243091 0.0545467 -0.000491132
chrIX 13725001 13800000 0.36383739125 0.0584164666666667 0.0305823 21 1.06474e-05 -1.83373 20 1.11756e-05 -1.75587 12 7.98959e-06 -1.67061 0.0579283 -0.00323686 0.031924
chrIX 13800001 13875000 0.0963981133982684 0.0760721468040293 0.0804100983928571 27 1.78232e-05 -1.4645 25 1.6092e-05 -1.65064 20 2.12156e-05 -1.27793 0.020277 0.0326398 0.0307055
chrIX 13875001 13950000 0.0694753574867725 0.0911675044444444 0.0446000796666667 26 1.77704e-05 -1.57626 26 1.41548e-05 -1.82163 17 2.0418e-05 -1.21379 0.0662786 0.0476077 0.0119426
chrIX 13950001 14025000 0.127593169707942 0.0963031426892552 0.102793288134921 44 2.50339e-05 -1.8353 42 2.88783e-05 -1.59571 24 2.51547e-05 -1.18741 -0.000503367 0.00579482 -0.00277666
chrIX 14025001 14100000 0.0613030872222222 0.0754657367207792 0.0770986425 34 2.2229e-05 -1.85612 36 2.1489e-05 -1.84396 24 2.08279e-05 -1.62405 0.00774208 -0.00313305 0.0046609
chrIX 14100001 14175000 0.125349535079686 0.0659383095505563 0.0899900610093795 20 1.67176e-05 -1.45074 25 1.705e-05 -1.68557 15 2.19894e-05 -0.738538 0.0282079 -0.00206978 0.0331505
chrIX 14175001 14250000 0.074388725386167 0.0623686979558503 0.0525512922915567 62 6.8763e-05 -0.999919 56 6.91075e-05 -0.666231 49 8.43296e-05 -0.449274 0.022225 0.00530992 0.00794508
chrIX 14250001 14325000 0.0435756378868763 0.0696288038071188 0.0365333481222944 29 2.99902e-05 -0.986625 31 2.8433e-05 -1.16773 16 3.03862e-05 -0.11806 0.00124322 0.0116574 0.000354314
chrIX 14325001 14400000 0.103488226581273 0.0773962235322194 0.117482178542239 43 4.19186e-05 -1.09856 39 3.93448e-05 -0.798764 35 4.76685e-05 -0.782942 0.0179868 0.00288449 0.00983522
chrIX 14400001 14475000 0.070241438984375 0.0886297035132576 0.0688141837301587 31 4.03947e-05 -1.04451 37 4.55133e-05 -1.12171 23 3.9651e-05 -0.659127 0.0134585 0.00344694 0.00748455
chrIX 14475001 14550000 0.0785468583333333 0.09182790625 0.05590884375 22 1.44849e-05 -1.74501 16 1.58713e-05 -1.15699 11 1.74787e-05 -0.714252 0.072391 0.0194474 0.0114588
chrIX 14550001 14625000 0.038307198209707 0.0658107267777778 0.0821238791666667 19 1.5345e-05 -1.27981 20 1.7543e-05 -1.21623 8 1.41916e-05 -0.143121 0.0552524 0.0103789 0.0218044
chrIX 14625001 14700000 0.105596129558546 0.0745342726178738 0.0779103750749094 82 7.57771e-05 -1.44013 82 7.58501e-05 -1.39232 59 8.41128e-05 -0.871063 0.00899349 0.0142992 0.00849643
chrIX 14700001 14775000 0.10946974724359 0.170497805231348 0.11540608948557 43 3.56215e-05 -1.60487 47 3.59638e-05 -1.66131 29 3.67228e-05 -1.14009 0.0194293 0.0193348 -0.000177244
chrIX 14775001 14850000 0.116398402779487 0.0957941515742119 0.0702693596615589 61 4.38814e-05 -1.57329 61 4.8459e-05 -1.40636 42 5.44146e-05 -1.0693 -0.000543699 0.00286167 0.00547406
chrIX 14850001 14925000 0.0979400697633161 0.093347920649921 0.140078057297996 42 4.53571e-05 -0.923639 47 5.12179e-05 -0.984646 35 5.54721e-05 -0.605573 -0.00394213 0.0108073 0.00699941
chrIX 14925001 1.5e+07 0.147306601280992 0.101556129285714 0.0878570176190476 25 2.39335e-05 -1.10214 20 2.3602e-05 -0.78454 14 2.58563e-05 -0.240947 0.000934842 -0.00121967 -0.00374988
chrIX 15000001 15075000 0.145853446346793 0.105321246775794 0.0828244649642387 47 3.99284e-05 -1.52222 31 4.09148e-05 -0.680267 33 4.47066e-05 -0.965662 0.0516587 0.0248683 0.0057037
chrIX 15075001 15150000 0.118071533869916 0.134088176821558 0.0850275711474929 44 2.22027e-05 -2.13971 50 2.21771e-05 -2.20464 29 2.55593e-05 -1.57188 0.0218717 0.00872434 0.0456898
chrIX 15150001 15225000 0.0868123067062353 0.0882506915281412 0.0870794023338566 65 7.9232e-05 -0.887652 63 8.10545e-05 -0.686044 54 7.51479e-05 -0.826614 0.013064 -7.06896e-05 0.00131835
chrIX 15225001 15300000 0.0375476425 0.128998422857143 0.0456288666666667 20 7.19436e-06 -2.06016 21 4.234e-06 -2.27335 7 2.00633e-06 -1.76982 0.156727 0.140329 -0.00844574
chrIX 15300001 15375000 0.0650776134442641 0.0600340700234488 0.102489449202261 35 2.19795e-05 -1.74866 34 2.01647e-05 -1.76874 25 2.1911e-05 -1.4971 0.0208774 0.00894048 -0.000370935
chrIX 15375001 15450000 0.115223852698413 0.064167853 0.04349373125 19 1.25031e-05 -1.73174 17 1.29776e-05 -1.56075 13 1.19074e-05 -1.42181 0.0170122 0.00290396 0.0304097
chrIX 15450001 15525000 0.0601238619724026 0.104866386687281 0.0733999468265531 42 3.33371e-05 -1.4527 41 3.63988e-05 -1.33727 23 4.118e-05 -0.315189 0.00559986 0.00338414 0.00354321
chrIX 15525001 15600000 0.13851970095679 0.0286781183333333 0.0328536316666667 22 1.04929e-05 -1.70828 21 1.01449e-05 -1.59837 19 1.39003e-05 -1.66838 0.0215417 0.0314692 0.00362993
chrIX 15600001 15675000 0.0880121821955279 0.0769772676641299 0.0738804111560963 52 4.63799e-05 -1.24671 35 4.75175e-05 -0.350159 36 5.55425e-05 -0.736623 0.0662794 0.0359605 0.0158291
chrIX 15675001 15750000 0.115201287911812 0.109269141596554 0.059360838301148 87 7.88836e-05 -1.33195 90 8.46099e-05 -1.26768 57 9.35024e-05 -0.665147 0.0293695 0.00454666 0.0169385
chrIX 15750001 15825000 0.0390260397498889 0.0611613799581791 0.0734567521367633 57 4.78589e-05 -1.67351 60 5.03866e-05 -1.64198 40 5.33972e-05 -1.19679 0.00718091 0.00669531 -0.00223392
chrIX 15825001 15900000 0.134595270070346 0.16375246984127 0.170928097264399 31 2.83265e-05 -1.2263 20 2.48195e-05 -0.551892 18 2.7233e-05 -0.757491 0.00853934 0.00661538 -0.00300833
chrIX 15900001 15975000 0.0899031915171262 0.0772940863392857 0.0847470400210438 34 2.82073e-05 -1.49742 36 2.93675e-05 -1.47857 31 3.6238e-05 -1.27808 0.0314444 0.00988959 0.00897129
chrIX 15975001 16050000 0.0607572253102042 0.0486255547545148 0.0562182854867047 43 6.09298e-05 -0.713085 37 6.0514e-05 -0.262691 30 5.97693e-05 -0.127435 0.00907352 0.00129759 0.003986
chrIX 16050001 16125000 0.10096722970802 0.108764610303909 0.0890057353697691 32 2.84065e-05 -1.56755 46 3.17052e-05 -1.85874 34 3.15124e-05 -1.6885 -0.00280776 0.00750113 0.00461121
chrIX 16125001 16200000 0.0590730788239538 0.0664794003108708 0.0590727314087302 40 3.75813e-05 -1.28091 44 4.06488e-05 -1.26 27 4.27385e-05 -0.691087 -0.00125818 0.00400175 0.00259496
chrIX 16200001 16275000 0.0772035289563492 0.0606280943241943 0.0797245347638473 42 4.41839e-05 -1.2234 32 4.11398e-05 -0.623296 28 5.06623e-05 -0.374768 0.00386895 -0.00638712 0.0031174
chrIX 16275001 16350000 0.136037083952547 0.0639199290794969 0.0518663272417582 16 1.3186e-05 -1.20457 13 1.38406e-05 -0.878564 13 1.63459e-05 -0.852872 -0.00561785 -0.0021302 0.00408235
chrIX 16350001 16425000 0.0829133419636346 0.0702673708670869 0.0711532389816909 51 5.05409e-05 -1.0598 53 5.22632e-05 -1.11773 34 5.8085e-05 -0.397755 0.00322171 0.00317725 0.00234816
chrIX 16425001 16500000 0.0893849665189191 0.0479779563393264 0.0678315582777523 41 5.39328e-05 -0.464086 44 6.23073e-05 -0.460562 36 6.1719e-05 -0.33885 0.0311965 0.019187 0.00137024
chrIX 16500001 16575000 0.0313240125396825 0.024324725 0.0901142375 22 1.02016e-05 -1.7588 19 9.68479e-06 -1.63194 11 9.54626e-06 -1.26775 -0.00478832 -0.00430595 -0.00567477
chrIX 16575001 16650000 0.0751651514760633 0.134568744770505 0.065010131542069 37 3.20475e-05 -1.093 34 3.04683e-05 -1.17629 19 3.15309e-05 -0.220995 0.0525904 0.0468838 0.00647962
chrIX 16650001 16725000 0.104596326401099 0.105681653836129 0.112537018640873 35 4.52007e-05 -0.921743 40 4.25008e-05 -1.28923 28 4.73599e-05 -0.560561 0.0145688 0.00303603 0.0111399
chrIX 16725001 16800000 0.11610075820399 0.0763840781663112 0.0692252390425462 53 4.65118e-05 -1.48454 46 4.72917e-05 -1.21881 32 5.59172e-05 -0.540899 0.00877392 0.001633 0.014115
chrIX 16800001 16875000 0.113093818146046 0.0977575059398151 0.0687395570460034 100 9.33861e-05 -1.25428 102 0.000100818 -1.16935 64 0.000109621 -0.444162 0.0126363 0.00914797 0.00867136
chrIX 16875001 16950000 0.0852618183188156 0.0490204918310393 0.050157173917694 44 3.70661e-05 -1.52518 41 3.59655e-05 -1.40157 25 3.82316e-05 -0.756942 0.00834243 0.00642637 0.0274902
chrIX 16950001 17025000 0.0891256051910581 0.0879247501071654 0.0737568546488922 66 6.58485e-05 -1.03626 68 6.86963e-05 -1.07408 51 7.94821e-05 -0.630424 0.00404412 -0.00210432 0.00279726
chrIX 17025001 17100000 0.119177015071973 0.0974245486924484 0.116005897428486 87 6.56006e-05 -1.66283 89 6.97271e-05 -1.52018 58 8.26322e-05 -0.850431 0.0272939 0.000863401 0.0167961
chrIX 17100001 17175000 0.0345856383116883 0.0265092666666667 0.113344326666667 34 1.21577e-05 -2.14105 25 1.01194e-05 -1.82476 18 1.27937e-05 -1.62112 0.0034709 -0.0062589 0.00239238
