chr pos1 pos2 transcript gene_pos1 gene_pos2 fst_outlier_adj gene
5 10950001 11024999 ENSGACT00000012050 10961013 10968860 FALSE ENSGACG00000009105
5 10950001 11024999 ENSGACT00000012052 10967205 10969417 FALSE ENSGACG00000009105
5 10950001 11024999 ENSGACT00000012057 10973393 10975096 FALSE ENSGACG00000009121
5 10950001 11024999 ENSGACT00000012061 10977280 10979822 FALSE ENSGACG00000009123
5 10950001 11024999 ENSGACT00000012065 11002629 11003652 FALSE ENSGACG00000009127
5 10950001 11024999 ENSGACT00000012082 11005454 11009141 FALSE ENSGACG00000009130
5 10950001 11024999 ENSGACT00000012090 11005561 11009175 FALSE ENSGACG00000009130
5 10950001 11024999 ENSGACT00000012098 11012183 11019412 FALSE ENSGACG00000009145
5 11025001 11099999 ENSGACT00000012113 11026861 11038247 FALSE ENSGACG00000009152
5 11025001 11099999 ENSGACT00000012133 11047105 11049293 FALSE ENSGACG00000009162
5 11025001 11099999 ENSGACT00000012144 11047212 11049291 FALSE ENSGACG00000009162
5 11025001 11099999 ENSGACT00000012150 11049846 11050900 FALSE ENSGACG00000009185
5 11025001 11099999 ENSGACT00000012175 11054853 11057639 FALSE ENSGACG00000009191
5 11025001 11099999 ENSGACT00000012186 11058008 11061937 FALSE ENSGACG00000009213
5 11025001 11099999 ENSGACT00000012192 11091408 11093110 FALSE ENSGACG00000009221
5 11025001 11099999 ENSGACT00000012194 11093608 11095789 FALSE ENSGACG00000009224
5 11100001 11174999 ENSGACT00000012203 11100048 11105047 FALSE ENSGACG00000009226
5 11100001 11174999 ENSGACT00000012214 11107577 11109844 FALSE ENSGACG00000009233
5 11100001 11174999 ENSGACT00000012223 11115415 11118414 FALSE ENSGACG00000009244
5 11100001 11174999 ENSGACT00000012241 11123566 11126090 FALSE ENSGACG00000009253
5 11100001 11174999 ENSGACT00000012266 11126315 11128942 FALSE ENSGACG00000009266
5 11100001 11174999 ENSGACT00000012290 11129230 11136396 FALSE ENSGACG00000009286
5 11100001 11174999 ENSGACT00000012294 11129236 11136396 FALSE ENSGACG00000009286
5 11100001 11174999 ENSGACT00000028957 11138845 11138931 FALSE ENSGACG00000022165
5 11175001 11249999 NA NA NA FALSE NA
5 11250001 11324999 ENSGACT00000012364 11256608 11259614 FALSE ENSGACG00000009357
5 11250001 11324999 ENSGACT00000012375 11265977 11279015 FALSE ENSGACG00000009367
5 11250001 11324999 ENSGACT00000012408 11280726 11288964 FALSE ENSGACG00000009374
5 11250001 11324999 ENSGACT00000012418 11281436 11288133 FALSE ENSGACG00000009374
5 11250001 11324999 ENSGACT00000012422 11289871 11290452 FALSE ENSGACG00000009403
5 11250001 11324999 ENSGACT00000012429 11293647 11295129 FALSE ENSGACG00000009404
5 11250001 11324999 ENSGACT00000012490 11304063 11306049 FALSE ENSGACG00000009409
5 11250001 11324999 ENSGACT00000012499 11308451 11309548 FALSE ENSGACG00000009455
5 11250001 11324999 ENSGACT00000012513 11310420 11316812 FALSE ENSGACG00000009459
5 11250001 11324999 ENSGACT00000012531 11317421 11322859 FALSE ENSGACG00000009474
5 11250001 11324999 ENSGACT00000029036 11295926 11296020 FALSE ENSGACG00000022244
5 11325001 11399999 ENSGACT00000012550 11327429 11332499 FALSE ENSGACG00000009489
5 11325001 11399999 ENSGACT00000012557 11327468 11331423 FALSE ENSGACG00000009489
5 11325001 11399999 ENSGACT00000012570 11332426 11337512 FALSE ENSGACG00000009512
5 11325001 11399999 ENSGACT00000012573 11344679 11345756 FALSE ENSGACG00000009523
5 11325001 11399999 ENSGACT00000012578 11347235 11356918 FALSE ENSGACG00000009526
5 11325001 11399999 ENSGACT00000012618 11368001 11370674 FALSE ENSGACG00000009531
5 11325001 11399999 ENSGACT00000012632 11372152 11374064 FALSE ENSGACG00000009554
5 11325001 11399999 ENSGACT00000012639 11372156 11374064 FALSE ENSGACG00000009554
5 11325001 11399999 ENSGACT00000012654 11374771 11375978 FALSE ENSGACG00000009568
5 11325001 11399999 ENSGACT00000012727 11376040 11380930 FALSE ENSGACG00000009581
5 11325001 11399999 ENSGACT00000012731 11376642 11380910 FALSE ENSGACG00000009581
5 11325001 11399999 ENSGACT00000012766 11376670 11380955 FALSE ENSGACG00000009581
5 11325001 11399999 ENSGACT00000012781 11377008 11380906 FALSE ENSGACG00000009581
5 11325001 11399999 ENSGACT00000012788 11381211 11384297 FALSE ENSGACG00000009675
5 11325001 11399999 ENSGACT00000012792 11384466 11388562 FALSE ENSGACG00000009680
5 11325001 11399999 ENSGACT00000012800 11389072 11390915 FALSE ENSGACG00000009685
5 11325001 11399999 ENSGACT00000012804 11393346 11394793 FALSE ENSGACG00000009690
5 11400001 11474999 NA NA NA FALSE NA
5 11475001 11549999 ENSGACT00000012825 11498357 11508484 FALSE ENSGACG00000009704
5 11475001 11549999 ENSGACT00000012832 11512346 11514776 FALSE ENSGACG00000009710
5 11475001 11549999 ENSGACT00000012837 11520659 11524884 FALSE ENSGACG00000009715
5 11475001 11549999 ENSGACT00000012844 11520695 11524138 FALSE ENSGACG00000009715
5 11475001 11549999 ENSGACT00000012858 11525268 11530030 FALSE ENSGACG00000009724
5 11475001 11549999 ENSGACT00000012861 11525281 11529313 FALSE ENSGACG00000009724
5 11475001 11549999 ENSGACT00000012873 11530314 11534646 FALSE ENSGACG00000009737
5 11475001 11549999 ENSGACT00000012884 11535858 11541122 FALSE ENSGACG00000009745
5 11550001 11624999 ENSGACT00000012962 11563352 11580360 FALSE ENSGACG00000009759
5 11550001 11624999 ENSGACT00000012973 11563394 11580379 FALSE ENSGACG00000009759
5 11550001 11624999 ENSGACT00000013027 11579931 11583038 FALSE ENSGACG00000009815
5 11550001 11624999 ENSGACT00000013042 11580146 11583022 FALSE ENSGACG00000009815
5 11550001 11624999 ENSGACT00000013050 11580177 11583029 FALSE ENSGACG00000009815
5 11550001 11624999 ENSGACT00000013056 11580584 11584815 FALSE ENSGACG00000009815
5 11550001 11624999 ENSGACT00000013067 11585899 11590773 FALSE ENSGACG00000009872
5 11625001 11699999 ENSGACT00000013075 11635055 11637439 FALSE ENSGACG00000009881
5 11625001 11699999 ENSGACT00000013081 11642069 11644013 FALSE ENSGACG00000009888
5 11625001 11699999 ENSGACT00000013087 11670998 11673689 FALSE ENSGACG00000009893
5 11625001 11699999 ENSGACT00000013123 11674619 11688534 FALSE ENSGACG00000009898
5 11625001 11699999 ENSGACT00000013132 11675344 11688293 FALSE ENSGACG00000009898
5 11625001 11699999 ENSGACT00000013139 11691946 11693798 FALSE ENSGACG00000009932
5 11700001 11774999 ENSGACT00000013169 11717449 11718728 FALSE ENSGACG00000009947
5 11700001 11774999 ENSGACT00000013176 11721776 11726280 FALSE ENSGACG00000009956
5 11700001 11774999 ENSGACT00000013185 11722081 11726280 FALSE ENSGACG00000009956
5 11700001 11774999 ENSGACT00000013187 11728513 11729581 FALSE ENSGACG00000009970
5 11700001 11774999 ENSGACT00000013191 11743301 11748406 FALSE ENSGACG00000009972
5 11700001 11774999 ENSGACT00000013199 11749941 11753813 FALSE ENSGACG00000009975
5 11700001 11774999 ENSGACT00000013219 11755295 11758738 FALSE ENSGACG00000009981
5 11700001 11774999 ENSGACT00000013223 11760025 11764162 FALSE ENSGACG00000009993
5 11700001 11774999 ENSGACT00000013228 11767126 11768748 FALSE ENSGACG00000009998
5 11775001 11849999 ENSGACT00000013296 11780656 11782118 FALSE ENSGACG00000010049
5 11850001 11924999 ENSGACT00000013321 11879856 11896337 FALSE ENSGACG00000010068
5 11850001 11924999 ENSGACT00000013337 11910992 11916932 FALSE ENSGACG00000010073
5 11850001 11924999 ENSGACT00000013339 11910992 11916705 FALSE ENSGACG00000010073
5 11925001 11999999 ENSGACT00000013348 11925228 11945357 FALSE ENSGACG00000010087
5 11925001 11999999 ENSGACT00000013354 11940969 11945351 FALSE ENSGACG00000010087
5 12000001 12074999 ENSGACT00000013356 12015500 12016576 FALSE ENSGACG00000010097
5 12000001 12074999 ENSGACT00000013360 12028549 12036085 FALSE ENSGACG00000010100
5 12000001 12074999 ENSGACT00000013372 12044379 12050306 FALSE ENSGACG00000010103
5 12000001 12074999 ENSGACT00000013377 12062493 12063682 FALSE ENSGACG00000010113
5 12000001 12074999 ENSGACT00000013382 12065241 12068982 FALSE ENSGACG00000010117
5 12075001 12149999 ENSGACT00000013394 12077326 12088117 FALSE ENSGACG00000010120
5 12075001 12149999 ENSGACT00000013402 12098553 12100685 FALSE ENSGACG00000010130
5 12075001 12149999 ENSGACT00000013415 12101984 12104042 FALSE ENSGACG00000010135
5 12075001 12149999 ENSGACT00000013479 12104655 12112727 FALSE ENSGACG00000010146
5 12075001 12149999 ENSGACT00000013499 12105199 12112496 FALSE ENSGACG00000010146
5 12075001 12149999 ENSGACT00000013525 12116420 12128789 FALSE ENSGACG00000010205
5 12075001 12149999 ENSGACT00000013533 12129126 12130561 FALSE ENSGACG00000010227
5 12075001 12149999 ENSGACT00000013540 12129126 12130549 FALSE ENSGACG00000010227
5 12075001 12149999 ENSGACT00000013542 12135689 12137179 FALSE ENSGACG00000010235
5 12075001 12149999 ENSGACT00000013547 12139237 12141422 FALSE ENSGACG00000010237
5 12150001 12224999 ENSGACT00000013565 12160086 12175224 FALSE ENSGACG00000010248
5 12150001 12224999 ENSGACT00000013573 12199130 12200187 FALSE ENSGACG00000010252
5 12150001 12224999 ENSGACT00000013581 12199162 12200797 FALSE ENSGACG00000010252
5 12150001 12224999 ENSGACT00000013588 12200933 12204489 FALSE ENSGACG00000010264
5 12150001 12224999 ENSGACT00000013596 12205661 12209604 FALSE ENSGACG00000010271
5 12150001 12224999 ENSGACT00000013598 12213142 12214096 FALSE ENSGACG00000010277
5 12150001 12224999 ENSGACT00000013603 12216057 12219723 FALSE ENSGACG00000010279
5 12150001 12224999 ENSGACT00000013606 12220609 12223074 FALSE ENSGACG00000010282
5 12225001 12299999 ENSGACT00000013674 12227280 12230087 FALSE ENSGACG00000010332
5 12225001 12299999 ENSGACT00000013686 12229905 12234447 FALSE ENSGACG00000010335
5 12225001 12299999 ENSGACT00000013697 12235699 12238496 FALSE ENSGACG00000010347
5 12225001 12299999 ENSGACT00000013711 12242543 12244965 FALSE ENSGACG00000010352
5 12225001 12299999 ENSGACT00000013714 12246042 12247290 FALSE ENSGACG00000010361
5 12300001 12374999 NA NA NA FALSE NA
5 12375001 12449999 NA NA NA FALSE NA
5 12450001 12524999 NA NA NA FALSE NA
5 12525001 12599999 NA NA NA FALSE NA
5 12600001 12674999 NA NA NA FALSE NA
5 12675001 12749999 NA NA NA FALSE NA
5 12750001 12824999 NA NA NA FALSE NA
5 12825001 12899999 NA NA NA FALSE NA
5 12900001 12974999 NA NA NA FALSE NA
5 12975001 13049999 NA NA NA FALSE NA
5 13050001 13124999 NA NA NA FALSE NA
5 13125001 13199999 NA NA NA FALSE NA
5 13200001 13274999 NA NA NA FALSE NA
5 13275001 13349999 NA NA NA FALSE NA
5 13350001 13424999 NA NA NA FALSE NA
5 13425001 13499999 NA NA NA FALSE NA
5 13500001 13574999 NA NA NA FALSE NA
5 13575001 13649999 NA NA NA FALSE NA
5 13650001 13724999 NA NA NA FALSE NA
5 13725001 13799999 NA NA NA FALSE NA
5 13800001 13874999 NA NA NA FALSE NA
5 13875001 13949999 NA NA NA FALSE NA
5 13950001 14024999 NA NA NA FALSE NA
5 14025001 14099999 NA NA NA FALSE NA
5 14100001 14174999 NA NA NA FALSE NA
5 14175001 14249999 NA NA NA FALSE NA
5 14250001 14324999 NA NA NA FALSE NA
5 14325001 14399999 NA NA NA FALSE NA
5 14400001 14474999 NA NA NA FALSE NA
5 14475001 14549999 NA NA NA FALSE NA
5 14550001 14624999 NA NA NA FALSE NA
5 14625001 14699999 NA NA NA FALSE NA
5 14700001 14774999 NA NA NA FALSE NA
5 14775001 14849999 NA NA NA FALSE NA
5 14850001 14924999 NA NA NA FALSE NA
5 14925001 14999999 NA NA NA FALSE NA
5 15000001 15074999 NA NA NA FALSE NA
5 15075001 15149999 NA NA NA FALSE NA
5 15150001 15224999 NA NA NA FALSE NA
5 15225001 15299999 NA NA NA FALSE NA
5 15300001 15374999 NA NA NA FALSE NA
5 15375001 15449999 NA NA NA FALSE NA
5 15450001 15524999 NA NA NA FALSE NA
5 15525001 15599999 NA NA NA FALSE NA
6 1 74999 ENSGACT00000002823 10914 27469 FALSE ENSGACG00000002162
6 1 74999 ENSGACT00000002831 35448 70245 FALSE ENSGACG00000002170
6 75001 149999 ENSGACT00000002841 85476 88028 FALSE ENSGACG00000002176
6 75001 149999 ENSGACT00000002850 96096 107005 FALSE ENSGACG00000002181
6 75001 149999 ENSGACT00000002867 111203 117117 FALSE ENSGACG00000002189
6 75001 149999 ENSGACT00000002876 122463 132912 FALSE ENSGACG00000002201
6 150001 224999 ENSGACT00000002908 158665 194645 FALSE ENSGACG00000002201
6 150001 224999 ENSGACT00000002920 168034 182231 FALSE ENSGACG00000002201
6 150001 224999 ENSGACT00000002943 201524 221696 FALSE ENSGACG00000002246
6 150001 224999 ENSGACT00000002950 201607 221743 FALSE ENSGACG00000002246
6 150001 224999 ENSGACT00000028137 210810 210894 FALSE ENSGACG00000021345
6 225001 299999 ENSGACT00000002963 255380 298465 FALSE ENSGACG00000002267
6 300001 374999 ENSGACT00000002986 314547 336428 FALSE ENSGACG00000002277
6 300001 374999 ENSGACT00000002988 314550 336332 FALSE ENSGACG00000002277
6 300001 374999 ENSGACT00000003004 341078 354099 FALSE ENSGACG00000002297
6 300001 374999 ENSGACT00000003005 341101 354096 FALSE ENSGACG00000002297
6 300001 374999 ENSGACT00000003013 341133 354153 FALSE ENSGACG00000002297
6 375001 449999 ENSGACT00000003017 431939 433028 FALSE ENSGACG00000002313
6 375001 449999 ENSGACT00000003020 432650 438404 FALSE ENSGACG00000002313
6 375001 449999 ENSGACT00000003029 442446 447663 FALSE ENSGACG00000002316
6 375001 449999 ENSGACT00000003032 443537 447663 FALSE ENSGACG00000002316
6 525001 599999 ENSGACT00000003150 576927 580340 FALSE ENSGACG00000002407
6 525001 599999 ENSGACT00000003158 581331 585252 FALSE ENSGACG00000002408
6 600001 674999 ENSGACT00000003171 601214 602689 FALSE ENSGACG00000002423
6 600001 674999 ENSGACT00000003185 610346 621882 FALSE ENSGACG00000002424
6 600001 674999 ENSGACT00000003192 610365 621924 FALSE ENSGACG00000002424
6 600001 674999 ENSGACT00000003200 624617 631220 FALSE ENSGACG00000002439
6 600001 674999 ENSGACT00000003207 666448 669910 FALSE ENSGACG00000002447
6 600001 674999 ENSGACT00000003212 670434 674835 FALSE ENSGACG00000002453
6 675001 749999 ENSGACT00000003229 687960 697822 FALSE ENSGACG00000002458
6 675001 749999 ENSGACT00000003236 711866 717313 FALSE ENSGACG00000002470
6 675001 749999 ENSGACT00000003240 713398 729652 FALSE ENSGACG00000002470
6 675001 749999 ENSGACT00000003245 734075 746734 FALSE ENSGACG00000002479
6 825001 899999 ENSGACT00000003307 827754 834114 FALSE ENSGACG00000002518
6 825001 899999 ENSGACT00000003312 828285 834333 FALSE ENSGACG00000002518
6 825001 899999 ENSGACT00000003321 828446 834247 FALSE ENSGACG00000002518
6 825001 899999 ENSGACT00000003334 835006 842023 FALSE ENSGACG00000002530
6 825001 899999 ENSGACT00000003342 835041 842062 FALSE ENSGACG00000002530
6 825001 899999 ENSGACT00000003345 847913 850802 FALSE ENSGACG00000002547
6 825001 899999 ENSGACT00000003363 855055 859743 FALSE ENSGACG00000002550
6 825001 899999 ENSGACT00000003371 855574 859761 FALSE ENSGACG00000002550
6 825001 899999 ENSGACT00000003380 860479 861740 FALSE ENSGACG00000002571
6 825001 899999 ENSGACT00000003386 865579 873671 FALSE ENSGACG00000002577
6 825001 899999 ENSGACT00000003388 890075 893483 FALSE ENSGACG00000002584
6 900001 974999 ENSGACT00000003392 904634 906326 FALSE ENSGACG00000002585
6 900001 974999 ENSGACT00000003393 931578 932679 FALSE ENSGACG00000002587
6 900001 974999 ENSGACT00000003395 933407 934265 FALSE ENSGACG00000002588
6 900001 974999 ENSGACT00000003405 934292 937136 FALSE ENSGACG00000002589
6 900001 974999 ENSGACT00000003410 938533 945927 FALSE ENSGACG00000002595
6 975001 1049999 ENSGACT00000003428 993318 996867 FALSE ENSGACG00000002605
6 975001 1049999 ENSGACT00000003434 1007522 1012734 FALSE ENSGACG00000002612
6 975001 1049999 ENSGACT00000003435 1013346 1017880 FALSE ENSGACG00000002616
6 975001 1049999 ENSGACT00000003436 1022503 1024536 FALSE ENSGACG00000002617
6 975001 1049999 ENSGACT00000003448 1041607 1044896 FALSE ENSGACG00000002618
6 975001 1049999 ENSGACT00000003455 1041625 1044896 FALSE ENSGACG00000002618
6 1050001 1124999 ENSGACT00000003469 1052768 1056073 FALSE ENSGACG00000002632
6 1050001 1124999 ENSGACT00000003472 1052937 1055800 FALSE ENSGACG00000002632
6 1050001 1124999 ENSGACT00000003475 1052965 1056426 FALSE ENSGACG00000002632
6 1050001 1124999 ENSGACT00000003482 1057007 1077203 FALSE ENSGACG00000002649
6 1050001 1124999 ENSGACT00000003493 1083877 1104107 FALSE ENSGACG00000002656
6 1125001 1199999 ENSGACT00000003494 1139738 1140597 FALSE ENSGACG00000002665
6 1200001 1274999 NA NA NA FALSE NA
6 1275001 1349999 ENSGACT00000003536 1320205 1324878 FALSE ENSGACG00000002666
6 1275001 1349999 ENSGACT00000003563 1320392 1324886 FALSE ENSGACG00000002666
6 1275001 1349999 ENSGACT00000003581 1326936 1338403 FALSE ENSGACG00000002718
6 1275001 1349999 ENSGACT00000003584 1338523 1339481 FALSE ENSGACG00000002730
6 1350001 1424999 ENSGACT00000003591 1362057 1364572 FALSE ENSGACG00000002732
6 1350001 1424999 ENSGACT00000003600 1366027 1372623 FALSE ENSGACG00000002736
6 1350001 1424999 ENSGACT00000003642 1376813 1395692 FALSE ENSGACG00000002743
6 1425001 1499999 ENSGACT00000003648 1429609 1433418 FALSE ENSGACG00000002779
6 1425001 1499999 ENSGACT00000003652 1430932 1433600 FALSE ENSGACG00000002779
6 1425001 1499999 ENSGACT00000003658 1434642 1438648 FALSE ENSGACG00000002787
6 1425001 1499999 ENSGACT00000003669 1439613 1448433 FALSE ENSGACG00000002791
6 1425001 1499999 ENSGACT00000003673 1440034 1448443 FALSE ENSGACG00000002791
6 1425001 1499999 ENSGACT00000003681 1440535 1448321 FALSE ENSGACG00000002791
6 1425001 1499999 ENSGACT00000003686 1459804 1479124 FALSE ENSGACG00000002804
6 1575001 1649999 NA NA NA FALSE NA
6 1650001 1724999 ENSGACT00000003713 1659646 1661365 FALSE ENSGACG00000002824
6 1650001 1724999 ENSGACT00000003720 1692647 1706352 FALSE ENSGACG00000002828
6 1725001 1799999 ENSGACT00000003725 1726116 1730115 FALSE ENSGACG00000002833
6 1725001 1799999 ENSGACT00000003733 1750289 1770682 FALSE ENSGACG00000002838
6 1950001 2024999 ENSGACT00000003743 1954396 1977668 FALSE ENSGACG00000002848
6 1950001 2024999 ENSGACT00000003748 1988467 1991312 FALSE ENSGACG00000002851
6 1950001 2024999 ENSGACT00000003765 1998512 2012886 FALSE ENSGACG00000002854
6 1950001 2024999 ENSGACT00000003772 2022951 2024073 FALSE ENSGACG00000002870
6 2100001 2174999 ENSGACT00000003806 2129480 2170937 FALSE ENSGACG00000002880
6 2100001 2174999 ENSGACT00000003807 2129486 2170937 FALSE ENSGACG00000002880
6 2100001 2174999 ENSGACT00000003810 2129486 2170928 FALSE ENSGACG00000002880
6 2250001 2324999 ENSGACT00000003872 2275401 2286634 TRUE ENSGACG00000002949
6 2250001 2324999 ENSGACT00000003885 2305296 2317459 TRUE ENSGACG00000002953
6 2325001 2399999 ENSGACT00000003920 2329587 2335342 TRUE ENSGACG00000002981
6 2325001 2399999 ENSGACT00000003926 2359576 2365585 TRUE ENSGACG00000002988
6 2325001 2399999 ENSGACT00000003934 2360133 2361185 TRUE ENSGACG00000002988
6 2700001 2774999 ENSGACT00000004215 2716019 2725092 TRUE ENSGACG00000003208
6 2700001 2774999 ENSGACT00000004219 2759500 2773283 TRUE ENSGACG00000003212
6 2850001 2924999 ENSGACT00000004273 2851674 2858449 FALSE ENSGACG00000003253
6 2850001 2924999 ENSGACT00000004286 2860444 2863959 FALSE ENSGACG00000003259
6 2850001 2924999 ENSGACT00000004326 2894196 2901932 FALSE ENSGACG00000003269
6 2850001 2924999 ENSGACT00000004336 2905769 2908116 FALSE ENSGACG00000003302
6 2850001 2924999 ENSGACT00000004372 2909220 2916950 FALSE ENSGACG00000003308
6 2850001 2924999 ENSGACT00000004389 2917423 2923164 FALSE ENSGACG00000003332
6 2925001 2999999 ENSGACT00000004405 2925683 2934870 FALSE ENSGACG00000003346
6 2925001 2999999 ENSGACT00000004410 2938724 2942498 FALSE ENSGACG00000003360
6 2925001 2999999 ENSGACT00000004428 2946546 2951616 FALSE ENSGACG00000003365
6 2925001 2999999 ENSGACT00000004441 2954929 2959614 FALSE ENSGACG00000003378
6 2925001 2999999 ENSGACT00000004445 2962148 2962564 FALSE ENSGACG00000003390
6 2925001 2999999 ENSGACT00000004459 2966709 2979350 FALSE ENSGACG00000003393
6 2925001 2999999 ENSGACT00000004465 2982778 2984402 FALSE ENSGACG00000003406
6 2925001 2999999 ENSGACT00000004470 2985913 2987096 FALSE ENSGACG00000003411
6 2925001 2999999 ENSGACT00000004475 2991383 2993839 FALSE ENSGACG00000003415
6 3000001 3074999 ENSGACT00000004483 3010628 3013439 FALSE ENSGACG00000003418
6 3000001 3074999 ENSGACT00000004501 3014257 3020895 FALSE ENSGACG00000003423
6 3000001 3074999 ENSGACT00000004504 3014952 3020961 FALSE ENSGACG00000003423
6 3000001 3074999 ENSGACT00000004511 3022221 3059426 FALSE ENSGACG00000003439
6 3000001 3074999 ENSGACT00000029331 3041819 3041907 FALSE ENSGACG00000022539
6 3075001 3149999 ENSGACT00000004518 3094294 3115753 FALSE ENSGACG00000003443
6 3150001 3224999 ENSGACT00000004539 3165689 3200700 FALSE ENSGACG00000003447
6 3225001 3299999 ENSGACT00000004551 3252638 3265797 FALSE ENSGACG00000003465
6 3300001 3374999 NA NA NA FALSE NA
6 3375001 3449999 ENSGACT00000004607 3408391 3415881 FALSE ENSGACG00000003502
6 3375001 3449999 ENSGACT00000004614 3409864 3412362 FALSE ENSGACG00000003502
6 3375001 3449999 ENSGACT00000004709 3442409 3447586 FALSE ENSGACG00000003516
6 3375001 3449999 ENSGACT00000004718 3442434 3447443 FALSE ENSGACG00000003516
6 3450001 3524999 ENSGACT00000004738 3492571 3496610 FALSE ENSGACG00000003607
6 3525001 3599999 ENSGACT00000004811 3530953 3535991 FALSE ENSGACG00000003638
6 3525001 3599999 ENSGACT00000004825 3530974 3535892 FALSE ENSGACG00000003638
6 3525001 3599999 ENSGACT00000004828 3549254 3550206 FALSE ENSGACG00000003675
6 3525001 3599999 ENSGACT00000004858 3557906 3567422 FALSE ENSGACG00000003677
6 3525001 3599999 ENSGACT00000004864 3558954 3567422 FALSE ENSGACG00000003677
6 3525001 3599999 ENSGACT00000004871 3563342 3567422 FALSE ENSGACG00000003677
6 3600001 3674999 ENSGACT00000004885 3639819 3643603 FALSE ENSGACG00000003705
6 3600001 3674999 ENSGACT00000004893 3639833 3643625 FALSE ENSGACG00000003705
6 3600001 3674999 ENSGACT00000004897 3645145 3645729 FALSE ENSGACG00000003723
6 3600001 3674999 ENSGACT00000004929 3656742 3671124 FALSE ENSGACG00000003725
6 3600001 3674999 ENSGACT00000004937 3660038 3666031 FALSE ENSGACG00000003725
6 3675001 3749999 ENSGACT00000004964 3693827 3702566 FALSE ENSGACG00000003758
6 3675001 3749999 ENSGACT00000004967 3706717 3721963 FALSE ENSGACG00000003778
6 3675001 3749999 ENSGACT00000004972 3734525 3740026 FALSE ENSGACG00000003782
6 3750001 3824999 ENSGACT00000005000 3752512 3788184 FALSE ENSGACG00000003785
6 3750001 3824999 ENSGACT00000005026 3798716 3804330 FALSE ENSGACG00000003803
6 3750001 3824999 ENSGACT00000005031 3798716 3803162 FALSE ENSGACG00000003803
6 3825001 3899999 ENSGACT00000005047 3828235 3847038 FALSE ENSGACG00000003828
6 3825001 3899999 ENSGACT00000005050 3828301 3847033 FALSE ENSGACG00000003828
6 3825001 3899999 ENSGACT00000005057 3828334 3846189 FALSE ENSGACG00000003828
6 3825001 3899999 ENSGACT00000005068 3881281 3882187 FALSE ENSGACG00000003848
6 3900001 3974999 ENSGACT00000005069 3919210 3920549 FALSE ENSGACG00000003856
6 3900001 3974999 ENSGACT00000005074 3919212 3920549 FALSE ENSGACG00000003856
6 3900001 3974999 ENSGACT00000005075 3948498 3951998 FALSE ENSGACG00000003860
6 3900001 3974999 ENSGACT00000005078 3958400 3959015 FALSE ENSGACG00000003861
6 3900001 3974999 ENSGACT00000005081 3962642 3966500 FALSE ENSGACG00000003862
6 3975001 4049999 ENSGACT00000005122 3975038 3978605 FALSE ENSGACG00000003864
6 3975001 4049999 ENSGACT00000005140 3992608 4003522 FALSE ENSGACG00000003897
6 3975001 4049999 ENSGACT00000005145 4004487 4012996 FALSE ENSGACG00000003915
6 3975001 4049999 ENSGACT00000005153 4015064 4016616 FALSE ENSGACG00000003917
6 3975001 4049999 ENSGACT00000005182 4019342 4043269 FALSE ENSGACG00000003922
6 4050001 4124999 ENSGACT00000005190 4059987 4062000 FALSE ENSGACG00000003944
6 4050001 4124999 ENSGACT00000005198 4064626 4068205 FALSE ENSGACG00000003951
6 4050001 4124999 ENSGACT00000005202 4091981 4093294 FALSE ENSGACG00000003958
6 4050001 4124999 ENSGACT00000005210 4097465 4108876 FALSE ENSGACG00000003961
6 4050001 4124999 ENSGACT00000005212 4099319 4108876 FALSE ENSGACG00000003961
6 4125001 4199999 NA NA NA FALSE NA
6 4200001 4274999 ENSGACT00000005235 4217130 4221374 FALSE ENSGACG00000003979
6 4200001 4274999 ENSGACT00000005266 4243318 4247293 FALSE ENSGACG00000003982
6 4200001 4274999 ENSGACT00000005277 4243920 4248749 FALSE ENSGACG00000003982
6 4200001 4274999 ENSGACT00000028093 4232356 4232434 FALSE ENSGACG00000021301
6 4200001 4274999 ENSGACT00000028970 4231011 4231089 FALSE ENSGACG00000022178
6 4275001 4349999 ENSGACT00000005294 4275285 4319906 FALSE ENSGACG00000004016
6 4275001 4349999 ENSGACT00000005309 4327888 4347469 FALSE ENSGACG00000004033
6 4350001 4424999 ENSGACT00000005321 4387803 4389502 FALSE ENSGACG00000004041
6 4350001 4424999 ENSGACT00000005327 4390950 4392855 FALSE ENSGACG00000004049
6 4350001 4424999 ENSGACT00000005366 4394224 4397054 FALSE ENSGACG00000004053
6 4350001 4424999 ENSGACT00000005388 4400114 4418230 FALSE ENSGACG00000004080
6 4350001 4424999 ENSGACT00000005398 4400273 4418224 FALSE ENSGACG00000004080
6 4425001 4499999 ENSGACT00000005413 4428127 4430714 FALSE ENSGACG00000004104
6 4425001 4499999 ENSGACT00000005418 4428418 4430729 FALSE ENSGACG00000004104
6 4425001 4499999 ENSGACT00000005435 4433273 4465659 FALSE ENSGACG00000004118
6 4500001 4574999 ENSGACT00000005438 4518028 4518894 FALSE ENSGACG00000004131
6 4575001 4649999 ENSGACT00000005442 4583806 4584971 FALSE ENSGACG00000004132
6 4575001 4649999 ENSGACT00000005444 4584981 4586183 FALSE ENSGACG00000004135
6 4575001 4649999 ENSGACT00000005458 4592099 4610917 FALSE ENSGACG00000004137
6 4575001 4649999 ENSGACT00000005460 4592099 4610917 FALSE ENSGACG00000004137
6 4650001 4724999 ENSGACT00000005468 4667811 4669850 FALSE ENSGACG00000004149
6 4725001 4799999 NA NA NA FALSE NA
6 4800001 4874999 ENSGACT00000005498 4811626 4816236 FALSE ENSGACG00000004171
