"chr" "pos1" "pos2" "gene_pos1" "gene_pos2" "fst_outlier_adj" "gene" "bias_direction" "bias_amount" "bias_sig" "study"
4 1 74999 52404 57303 FALSE "ENSGACG00000016271" "M" 0.274 TRUE "leder2015"
4 1 74999 54018 57292 FALSE "ENSGACG00000016271" "M" 0.274 TRUE "leder2015"
4 75001 149999 80651 91842 FALSE "ENSGACG00000016279" NA NA NA NA
4 75001 149999 81281 91864 FALSE "ENSGACG00000016279" NA NA NA NA
4 75001 149999 94613 97364 FALSE "ENSGACG00000016282" "M" 1.5 TRUE "leder2010"
4 75001 149999 94613 97364 FALSE "ENSGACG00000016282" "M" 0.118 FALSE "leder2015"
4 75001 149999 97772 111852 FALSE "ENSGACG00000016283" NA NA NA NA
4 75001 149999 98035 112305 FALSE "ENSGACG00000016283" NA NA NA NA
4 75001 149999 120777 130481 FALSE "ENSGACG00000016300" NA NA NA NA
4 150001 224999 166206 169934 FALSE "ENSGACG00000016311" "M" 0.103 FALSE "leder2015"
4 150001 224999 166206 169934 FALSE "ENSGACG00000016311" "M" -2.6 TRUE "viitaniemi2011"
4 150001 224999 170359 174548 FALSE "ENSGACG00000016318" "F" 1.5 TRUE "leder2010"
4 150001 224999 170359 174548 FALSE "ENSGACG00000016318" "F" -0.507 TRUE "leder2015"
4 150001 224999 175596 179851 FALSE "ENSGACG00000016320" "F" -0.083 FALSE "leder2015"
4 150001 224999 182052 191246 FALSE "ENSGACG00000016321" "M" 0.02 FALSE "leder2015"
4 150001 224999 182427 192451 FALSE "ENSGACG00000016321" "M" 0.02 FALSE "leder2015"
4 150001 224999 182452 192451 FALSE "ENSGACG00000016321" "M" 0.02 FALSE "leder2015"
4 150001 224999 193463 202302 FALSE "ENSGACG00000016326" "M" 0.043 FALSE "leder2015"
4 150001 224999 204213 205371 FALSE "ENSGACG00000016329" "M" 0.048 FALSE "leder2015"
4 150001 224999 205235 208700 FALSE "ENSGACG00000016332" "F" 1.2 TRUE "leder2010"
4 150001 224999 205235 208700 FALSE "ENSGACG00000016332" "F" 1.2 TRUE "leder2010"
4 150001 224999 205235 208700 FALSE "ENSGACG00000016332" "F" -0.273 TRUE "leder2015"
4 150001 224999 205501 208806 FALSE "ENSGACG00000016332" "F" 1.2 TRUE "leder2010"
4 150001 224999 205501 208806 FALSE "ENSGACG00000016332" "F" 1.2 TRUE "leder2010"
4 150001 224999 205501 208806 FALSE "ENSGACG00000016332" "F" -0.273 TRUE "leder2015"
4 150001 224999 211345 212117 FALSE "ENSGACG00000016340" NA NA NA NA
4 225001 299999 229120 240408 FALSE "ENSGACG00000016341" NA NA NA NA
4 225001 299999 245268 261072 FALSE "ENSGACG00000016344" "M" 1.2 TRUE "leder2010"
4 225001 299999 245268 261072 FALSE "ENSGACG00000016344" "M" 0.306 TRUE "leder2015"
4 225001 299999 296280 299497 FALSE "ENSGACG00000016352" "F" -0.001 FALSE "leder2015"
4 300001 374999 306409 310477 FALSE "ENSGACG00000016353" "M" 0.102 FALSE "leder2015"
4 300001 374999 327742 329737 FALSE "ENSGACG00000016356" "M" 0.123 FALSE "leder2015"
4 300001 374999 332142 339406 FALSE "ENSGACG00000016358" NA NA NA NA
4 375001 449999 NA NA FALSE NA NA NA NA NA
4 525001 599999 NA NA FALSE NA NA NA NA NA
4 600001 674999 NA NA FALSE NA NA NA NA NA
4 675001 749999 NA NA FALSE NA NA NA NA NA
4 750001 824999 808913 810068 FALSE "ENSGACG00000016362" "F" -0.234 FALSE "leder2015"
4 750001 824999 809341 810775 FALSE "ENSGACG00000016362" "F" -0.234 FALSE "leder2015"
4 750001 824999 812078 814424 FALSE "ENSGACG00000016363" "F" -0.223 FALSE "leder2015"
4 750001 824999 812078 814424 FALSE "ENSGACG00000016363" "F" 1.4 FALSE "viitaniemi2011"
4 750001 824999 817389 821632 FALSE "ENSGACG00000016366" "M" 0.087 FALSE "leder2015"
4 825001 899999 860499 867351 FALSE "ENSGACG00000016370" "F" -0.18 FALSE "leder2015"
4 900001 974999 929186 948924 FALSE "ENSGACG00000016372" "F" -0.009 FALSE "leder2015"
4 900001 974999 929503 949027 FALSE "ENSGACG00000016372" "F" -0.009 FALSE "leder2015"
4 900001 974999 955324 956559 FALSE "ENSGACG00000016378" NA NA NA NA
4 900001 974999 963238 966222 FALSE "ENSGACG00000016380" "F" -0.013 FALSE "leder2015"
4 975001 1049999 975199 979549 FALSE "ENSGACG00000016381" "F" -0.131 FALSE "leder2015"
4 975001 1049999 975199 979501 FALSE "ENSGACG00000016381" "F" -0.131 FALSE "leder2015"
4 975001 1049999 981255 982988 FALSE "ENSGACG00000016387" NA NA NA NA
4 975001 1049999 983296 986835 FALSE "ENSGACG00000016388" "M" 0.079 FALSE "leder2015"
4 975001 1049999 989900 996481 FALSE "ENSGACG00000016398" "F" -0.086 FALSE "leder2015"
4 975001 1049999 1012417 1020728 FALSE "ENSGACG00000016402" NA NA NA NA
4 975001 1049999 1032372 1034255 FALSE "ENSGACG00000016407" NA NA NA NA
4 975001 1049999 1041545 1043491 FALSE "ENSGACG00000016409" NA NA NA NA
4 1200001 1274999 NA NA FALSE NA NA NA NA NA
4 1275001 1349999 1302365 1304893 FALSE "ENSGACG00000016426" "M" 0.019 FALSE "leder2015"
4 1275001 1349999 1319511 1320804 FALSE "ENSGACG00000016428" NA NA NA NA
4 1275001 1349999 1324374 1329324 FALSE "ENSGACG00000016431" NA NA NA NA
4 1275001 1349999 1324374 1329169 FALSE "ENSGACG00000016431" NA NA NA NA
4 1275001 1349999 1324374 1328092 FALSE "ENSGACG00000016431" NA NA NA NA
4 1350001 1424999 1356780 1365194 FALSE "ENSGACG00000016443" NA NA NA NA
4 1350001 1424999 1368026 1374881 FALSE "ENSGACG00000016447" "F" -0.297 FALSE "leder2015"
4 1350001 1424999 1368177 1369091 FALSE "ENSGACG00000016449" "F" -0.067 FALSE "leder2015"
4 1350001 1424999 1377579 1383669 FALSE "ENSGACG00000016452" NA NA NA NA
4 1350001 1424999 1377590 1383672 FALSE "ENSGACG00000016452" NA NA NA NA
4 1350001 1424999 1388738 1416880 FALSE "ENSGACG00000016458" NA NA NA NA
4 1425001 1499999 1429479 1436058 FALSE "ENSGACG00000016464" "F" -0.04 FALSE "leder2015"
4 1425001 1499999 1429479 1436039 FALSE "ENSGACG00000016464" "F" -0.04 FALSE "leder2015"
4 1425001 1499999 1429740 1436213 FALSE "ENSGACG00000016464" "F" -0.04 FALSE "leder2015"
4 1500001 1574999 1525400 1527241 FALSE "ENSGACG00000016470" NA NA NA NA
4 1575001 1649999 NA NA FALSE NA NA NA NA NA
4 1650001 1724999 NA NA FALSE NA NA NA NA NA
4 1725001 1799999 1784501 1786554 FALSE "ENSGACG00000016472" NA NA NA NA
4 1725001 1799999 1788271 1792398 FALSE "ENSGACG00000016474" "F" -0.179 TRUE "leder2015"
4 1725001 1799999 1788271 1792398 FALSE "ENSGACG00000016474" "M" -1.2 FALSE "viitaniemi2011"
4 1725001 1799999 1788306 1792394 FALSE "ENSGACG00000016474" "F" -0.179 TRUE "leder2015"
4 1725001 1799999 1788306 1792394 FALSE "ENSGACG00000016474" "M" -1.2 FALSE "viitaniemi2011"
4 1725001 1799999 1795282 1798778 FALSE "ENSGACG00000016479" "M" 0.031 FALSE "leder2015"
4 1875001 1949999 1939592 1942225 FALSE "ENSGACG00000016483" NA NA NA NA
4 1875001 1949999 1940777 1941988 FALSE "ENSGACG00000016483" NA NA NA NA
4 1875001 1949999 1941773 1942225 FALSE "ENSGACG00000016483" NA NA NA NA
4 1950001 2024999 1958013 1969540 FALSE "ENSGACG00000016488" "F" -0.11 FALSE "leder2015"
4 1950001 2024999 1966063 1970369 FALSE "ENSGACG00000016488" "F" -0.11 FALSE "leder2015"
4 1950001 2024999 1976199 1985566 FALSE "ENSGACG00000016495" NA NA NA NA
4 1950001 2024999 1992232 1996986 FALSE "ENSGACG00000016496" NA NA NA NA
4 1950001 2024999 1999160 2011821 FALSE "ENSGACG00000016498" NA NA NA NA
4 2025001 2099999 2035885 2036643 FALSE "ENSGACG00000016511" NA NA NA NA
4 2025001 2099999 2044920 2048363 FALSE "ENSGACG00000016513" "M" 0.191 FALSE "leder2015"
4 2025001 2099999 2084023 2093585 FALSE "ENSGACG00000016524" NA NA NA NA
4 2025001 2099999 2084023 2093585 FALSE "ENSGACG00000016524" NA NA NA NA
4 2100001 2174999 NA NA FALSE NA NA NA NA NA
4 2175001 2249999 2194450 2203150 FALSE "ENSGACG00000016536" "F" 1.5 TRUE "leder2010"
4 2175001 2249999 2194450 2203150 FALSE "ENSGACG00000016536" "F" -0.25 TRUE "leder2015"
4 2175001 2249999 2203221 2209876 FALSE "ENSGACG00000016544" "M" 0.001 FALSE "leder2015"
4 2175001 2249999 2235971 2247631 FALSE "ENSGACG00000016550" NA NA NA NA
4 2250001 2324999 2274383 2291325 FALSE "ENSGACG00000016556" NA NA NA NA
4 2325001 2399999 2366330 2370526 FALSE "ENSGACG00000016571" NA NA NA NA
4 2325001 2399999 2371298 2376384 FALSE "ENSGACG00000016577" NA NA NA NA
4 2400001 2474999 2425331 2434918 FALSE "ENSGACG00000016587" "F" -0.004 FALSE "leder2015"
4 2400001 2474999 2426203 2434892 FALSE "ENSGACG00000016587" "F" -0.004 FALSE "leder2015"
4 2400001 2474999 2434773 2439647 FALSE "ENSGACG00000016609" "F" -0.1 FALSE "leder2015"
4 2550001 2624999 NA NA FALSE NA NA NA NA NA
4 2625001 2699999 NA NA FALSE NA NA NA NA NA
4 2700001 2774999 NA NA FALSE NA NA NA NA NA
4 2775001 2849999 2804460 2817712 FALSE "ENSGACG00000016645" "M" 0.076 FALSE "leder2015"
4 2775001 2849999 2811877 2817712 FALSE "ENSGACG00000016645" "M" 0.076 FALSE "leder2015"
4 2850001 2924999 2860364 2861610 FALSE "ENSGACG00000016652" NA NA NA NA
4 2850001 2924999 2860730 2861610 FALSE "ENSGACG00000016652" NA NA NA NA
4 2850001 2924999 2864024 2864868 FALSE "ENSGACG00000016656" NA NA NA NA
4 2850001 2924999 2869524 2878598 FALSE "ENSGACG00000016658" NA NA NA NA
4 2850001 2924999 2880657 2882217 FALSE "ENSGACG00000016664" NA NA NA NA
4 2850001 2924999 2881475 2882230 FALSE "ENSGACG00000016664" NA NA NA NA
4 2850001 2924999 2887403 2890751 FALSE "ENSGACG00000016665" NA NA NA NA
4 2850001 2924999 2887767 2890304 FALSE "ENSGACG00000016665" NA NA NA NA
4 2850001 2924999 2891432 2897773 FALSE "ENSGACG00000016673" NA NA NA NA
4 2850001 2924999 2899322 2903791 FALSE "ENSGACG00000016676" "F" -0.046 FALSE "leder2015"
4 2850001 2924999 2912432 2912502 FALSE "ENSGACG00000022533" NA NA NA NA
4 2925001 2999999 2934444 2936337 FALSE "ENSGACG00000016683" NA NA NA NA
4 2925001 2999999 2940404 2972843 FALSE "ENSGACG00000016686" NA NA NA NA
4 2925001 2999999 2960512 2961148 FALSE "ENSGACG00000016689" NA NA NA NA
4 2925001 2999999 2961344 2962246 FALSE "ENSGACG00000016691" NA NA NA NA
4 3000001 3074999 3066826 3068986 FALSE "ENSGACG00000016692" NA NA NA NA
4 3075001 3149999 NA NA FALSE NA NA NA NA NA
4 3150001 3224999 3152936 3154321 FALSE "ENSGACG00000016693" NA NA NA NA
4 3150001 3224999 3155291 3161766 FALSE "ENSGACG00000016695" "F" -0.16 TRUE "leder2015"
4 3150001 3224999 3157543 3161773 FALSE "ENSGACG00000016695" "F" -0.16 TRUE "leder2015"
4 3150001 3224999 3195526 3204828 FALSE "ENSGACG00000016697" NA NA NA NA
4 3150001 3224999 3195538 3201051 FALSE "ENSGACG00000016697" NA NA NA NA
4 3150001 3224999 3195541 3204108 FALSE "ENSGACG00000016697" NA NA NA NA
4 3225001 3299999 3234721 3236913 FALSE "ENSGACG00000016709" NA NA NA NA
4 3300001 3374999 3324534 3326500 FALSE "ENSGACG00000016715" "M" 0.032 FALSE "leder2015"
4 3300001 3374999 3327524 3329449 FALSE "ENSGACG00000016720" "F" -0.212 FALSE "leder2015"
4 3300001 3374999 3331137 3335024 FALSE "ENSGACG00000016721" NA NA NA NA
4 3300001 3374999 3335224 3340054 FALSE "ENSGACG00000016725" NA NA NA NA
4 3300001 3374999 3335509 3340040 FALSE "ENSGACG00000016725" NA NA NA NA
4 3375001 3449999 NA NA FALSE NA NA NA NA NA
4 3450001 3524999 NA NA FALSE NA NA NA NA NA
4 3525001 3599999 NA NA FALSE NA NA NA NA NA
4 3600001 3674999 NA NA FALSE NA NA NA NA NA
4 3675001 3749999 NA NA FALSE NA NA NA NA NA
4 3750001 3824999 3799865 3801496 FALSE "ENSGACG00000016744" NA NA NA NA
4 3750001 3824999 3807445 3810783 FALSE "ENSGACG00000016745" "M" 0.028 FALSE "leder2015"
4 3750001 3824999 3811447 3818351 FALSE "ENSGACG00000016749" "F" -0.218 TRUE "leder2015"
4 3750001 3824999 3819298 3820844 FALSE "ENSGACG00000016750" NA NA NA NA
4 3750001 3824999 3822293 3824276 FALSE "ENSGACG00000016751" "M" 0.034 FALSE "leder2015"
4 3750001 3824999 3822436 3824996 FALSE "ENSGACG00000016751" "M" 0.034 FALSE "leder2015"
4 3825001 3899999 3831934 3835399 FALSE "ENSGACG00000016755" NA NA NA NA
4 3825001 3899999 3841340 3853375 FALSE "ENSGACG00000016757" NA NA NA NA
4 3825001 3899999 3843675 3849931 FALSE "ENSGACG00000016757" NA NA NA NA
4 3825001 3899999 3859512 3862328 FALSE "ENSGACG00000016763" "F" -0.073 FALSE "leder2015"
4 3825001 3899999 3862830 3869788 FALSE "ENSGACG00000016772" "M" 0.016 FALSE "leder2015"
4 3825001 3899999 3871842 3879682 FALSE "ENSGACG00000016791" "M" 0.06 FALSE "leder2015"
4 3825001 3899999 3892622 3899289 FALSE "ENSGACG00000016794" NA NA NA NA
4 3900001 3974999 3949848 3953099 FALSE "ENSGACG00000016796" "F" -0.003 FALSE "leder2015"
4 3975001 4049999 4031691 4035851 FALSE "ENSGACG00000016798" "F" -0.179 FALSE "leder2015"
4 3975001 4049999 4037182 4046464 FALSE "ENSGACG00000016803" "F" -0.102 FALSE "leder2015"
4 4050001 4124999 4054574 4063196 FALSE "ENSGACG00000016808" NA NA NA NA
4 4125001 4199999 4157756 4168164 FALSE "ENSGACG00000016810" "F" -0.172 FALSE "leder2015"
4 4200001 4274999 4205336 4209647 FALSE "ENSGACG00000016814" "F" -0.235 FALSE "leder2015"
4 4200001 4274999 4205429 4209683 FALSE "ENSGACG00000016814" "F" -0.235 FALSE "leder2015"
4 4200001 4274999 4267158 4267265 FALSE "ENSGACG00000021401" NA NA NA NA
4 4275001 4349999 4278227 4298709 FALSE "ENSGACG00000016819" NA NA NA NA
4 4350001 4424999 4365480 4370402 FALSE "ENSGACG00000016821" "F" -0.226 FALSE "leder2015"
4 4350001 4424999 4365507 4369797 FALSE "ENSGACG00000016821" "F" -0.226 FALSE "leder2015"
4 4425001 4499999 4442635 4450786 FALSE "ENSGACG00000016828" NA NA NA NA
4 4425001 4499999 4454925 4470887 FALSE "ENSGACG00000016829" NA NA NA NA
4 4425001 4499999 4455549 4466952 FALSE "ENSGACG00000016829" NA NA NA NA
4 4425001 4499999 4455959 4466851 FALSE "ENSGACG00000016829" NA NA NA NA
4 4425001 4499999 4486111 4492420 FALSE "ENSGACG00000016847" "M" 0.459 TRUE "leder2015"
4 4425001 4499999 4494737 4499767 FALSE "ENSGACG00000016848" NA NA NA NA
4 4425001 4499999 4494758 4499767 FALSE "ENSGACG00000016848" NA NA NA NA
4 4500001 4574999 4507841 4555592 FALSE "ENSGACG00000016854" NA NA NA NA
4 4575001 4649999 NA NA FALSE NA NA NA NA NA
4 4650001 4724999 4683491 4689265 FALSE "ENSGACG00000016856" "F" -0.038 FALSE "leder2015"
4 4650001 4724999 4692837 4696178 FALSE "ENSGACG00000016859" "M" 0.138 FALSE "leder2015"
4 4725001 4799999 NA NA FALSE NA NA NA NA NA
4 4800001 4874999 4822673 4838402 FALSE "ENSGACG00000016862" NA NA NA NA
4 4875001 4949999 4897014 4904766 FALSE "ENSGACG00000016868" "M" 0.083 FALSE "leder2015"
4 4875001 4949999 4897056 4904723 FALSE "ENSGACG00000016868" "M" 0.083 FALSE "leder2015"
4 4875001 4949999 4898160 4904769 FALSE "ENSGACG00000016868" "M" 0.083 FALSE "leder2015"
4 4875001 4949999 4906950 4919078 FALSE "ENSGACG00000016876" "F" -0.141 FALSE "leder2015"
4 4875001 4949999 4928214 4939718 FALSE "ENSGACG00000016877" NA NA NA NA
4 5025001 5099999 5025485 5026396 FALSE "ENSGACG00000016901" "M" 0.131 FALSE "leder2015"
4 5025001 5099999 5032593 5036814 FALSE "ENSGACG00000016902" NA NA NA NA
4 5025001 5099999 5039722 5043757 FALSE "ENSGACG00000016903" NA NA NA NA
4 5025001 5099999 5045251 5062999 FALSE "ENSGACG00000016915" NA NA NA NA
4 5025001 5099999 5066825 5072223 FALSE "ENSGACG00000016919" "M" 0.107 FALSE "leder2015"
4 5100001 5174999 5143970 5146157 FALSE "ENSGACG00000016923" NA NA NA NA
4 5175001 5249999 5215512 5220317 FALSE "ENSGACG00000016927" NA NA NA NA
4 5175001 5249999 5218301 5219623 FALSE "ENSGACG00000016927" NA NA NA NA
4 5175001 5249999 5218551 5220198 FALSE "ENSGACG00000016927" NA NA NA NA
4 5175001 5249999 5221495 5223424 FALSE "ENSGACG00000016930" NA NA NA NA
4 5175001 5249999 5221495 5223355 FALSE "ENSGACG00000016930" NA NA NA NA
4 5175001 5249999 5235527 5237184 FALSE "ENSGACG00000016933" NA NA NA NA
4 5175001 5249999 5239852 5249268 FALSE "ENSGACG00000016934" "M" 0.068 FALSE "leder2015"
4 5250001 5324999 5250116 5266364 FALSE "ENSGACG00000016958" "M" 0.026 FALSE "leder2015"
4 5250001 5324999 5268291 5271144 FALSE "ENSGACG00000016967" "F" -0.091 FALSE "leder2015"
4 5250001 5324999 5268292 5271237 FALSE "ENSGACG00000016967" "F" -0.091 FALSE "leder2015"
4 5250001 5324999 5273999 5278494 FALSE "ENSGACG00000016971" NA NA NA NA
4 5250001 5324999 5282869 5286574 FALSE "ENSGACG00000016974" "M" 0.052 FALSE "leder2015"
4 5250001 5324999 5291622 5293256 FALSE "ENSGACG00000016977" NA NA NA NA
4 5250001 5324999 5306795 5308743 FALSE "ENSGACG00000016978" NA NA NA NA
4 5250001 5324999 5310446 5314819 FALSE "ENSGACG00000016980" "M" 0.078 FALSE "leder2015"
4 5250001 5324999 5310896 5314858 FALSE "ENSGACG00000016980" "M" 0.078 FALSE "leder2015"
4 5325001 5399999 5333597 5336879 FALSE "ENSGACG00000017001" "M" 0.159 FALSE "leder2015"
4 5325001 5399999 5338350 5340658 FALSE "ENSGACG00000017004" "F" -0.113 FALSE "leder2015"
4 5325001 5399999 5341427 5345068 FALSE "ENSGACG00000017006" "F" -0.032 FALSE "leder2015"
4 5325001 5399999 5347339 5349041 FALSE "ENSGACG00000017010" NA NA NA NA
4 5325001 5399999 5350974 5353089 FALSE "ENSGACG00000017013" "M" 0.061 FALSE "leder2015"
4 5325001 5399999 5352239 5355487 FALSE "ENSGACG00000017014" NA NA NA NA
4 5325001 5399999 5360379 5367647 FALSE "ENSGACG00000017015" NA NA NA NA
4 5325001 5399999 5370606 5372225 FALSE "ENSGACG00000017017" "M" 0.113 FALSE "leder2015"
4 5325001 5399999 5378496 5379683 FALSE "ENSGACG00000017018" "F" -0.032 FALSE "leder2015"
4 5325001 5399999 5382860 5384273 FALSE "ENSGACG00000017022" "F" -0.014 FALSE "leder2015"
4 5325001 5399999 5387089 5394715 FALSE "ENSGACG00000017027" NA NA NA NA
4 5325001 5399999 5387122 5394715 FALSE "ENSGACG00000017027" NA NA NA NA
4 5400001 5474999 5400099 5402611 FALSE "ENSGACG00000017029" NA NA NA NA
4 5400001 5474999 5441822 5443662 FALSE "ENSGACG00000017031" "M" 0.542 TRUE "leder2015"
4 5400001 5474999 5444600 5449528 FALSE "ENSGACG00000017032" "M" 0.131 FALSE "leder2015"
4 5400001 5474999 5444600 5449528 FALSE "ENSGACG00000017032" "M" -1.3 FALSE "viitaniemi2011"
4 5400001 5474999 5453544 5459084 FALSE "ENSGACG00000017040" "M" 0.065 FALSE "leder2015"
4 5400001 5474999 5461147 5461874 FALSE "ENSGACG00000017049" NA NA NA NA
4 5400001 5474999 5465178 5468374 FALSE "ENSGACG00000017051" "M" 0.119 FALSE "leder2015"
4 5400001 5474999 5465195 5469290 FALSE "ENSGACG00000017051" "M" 0.119 FALSE "leder2015"
4 5400001 5474999 5465208 5469864 FALSE "ENSGACG00000017051" "M" 0.119 FALSE "leder2015"
4 5400001 5474999 5471463 5474199 FALSE "ENSGACG00000017059" NA NA NA NA
4 5475001 5549999 5477011 5477598 FALSE "ENSGACG00000017062" NA NA NA NA
4 5475001 5549999 5480529 5484558 FALSE "ENSGACG00000017064" "M" 0.066 FALSE "leder2015"
4 5475001 5549999 5480567 5484558 FALSE "ENSGACG00000017064" "M" 0.066 FALSE "leder2015"
4 5475001 5549999 5485973 5494737 FALSE "ENSGACG00000017074" "M" 1.5 TRUE "leder2010"
4 5475001 5549999 5485973 5494737 FALSE "ENSGACG00000017074" "M" 0.279 TRUE "leder2015"
4 5475001 5549999 5510202 5514798 FALSE "ENSGACG00000017076" NA NA NA NA
4 5475001 5549999 5517696 5539310 FALSE "ENSGACG00000017077" "F" -0.064 FALSE "leder2015"
4 5475001 5549999 5542806 5543837 FALSE "ENSGACG00000017078" NA NA NA NA
4 5475001 5549999 5548883 5549972 FALSE "ENSGACG00000017079" "M" 0.462 TRUE "leder2015"
4 5550001 5624999 5550353 5552459 FALSE "ENSGACG00000017080" "M" 0.301 TRUE "leder2015"
4 5550001 5624999 5553420 5557527 FALSE "ENSGACG00000017081" "F" -0.039 FALSE "leder2015"
4 5550001 5624999 5559505 5562709 FALSE "ENSGACG00000017083" "M" 0.027 FALSE "leder2015"
4 5550001 5624999 5560556 5568467 FALSE "ENSGACG00000017083" "M" 0.027 FALSE "leder2015"
4 5550001 5624999 5563354 5568383 FALSE "ENSGACG00000017083" "M" 0.027 FALSE "leder2015"
4 5550001 5624999 5580988 5588652 FALSE "ENSGACG00000017103" "M" 0.053 FALSE "leder2015"
4 5550001 5624999 5591822 5596356 FALSE "ENSGACG00000017106" NA NA NA NA
4 5550001 5624999 5597628 5600423 FALSE "ENSGACG00000017113" NA NA NA NA
4 5625001 5699999 5646078 5654044 FALSE "ENSGACG00000017122" NA NA NA NA
4 5625001 5699999 5655540 5656546 FALSE "ENSGACG00000017127" NA NA NA NA
4 5625001 5699999 5657287 5681544 FALSE "ENSGACG00000017128" NA NA NA NA
4 5700001 5774999 5716559 5723947 FALSE "ENSGACG00000017135" NA NA NA NA
4 5700001 5774999 5726916 5729912 FALSE "ENSGACG00000017138" "M" 0.083 FALSE "leder2015"
4 5700001 5774999 5731451 5733978 FALSE "ENSGACG00000017146" NA NA NA NA
4 5700001 5774999 5736260 5741798 FALSE "ENSGACG00000017153" "M" 0.084 FALSE "leder2015"
4 5700001 5774999 5736576 5741815 FALSE "ENSGACG00000017153" "M" 0.084 FALSE "leder2015"
4 5700001 5774999 5742527 5747140 FALSE "ENSGACG00000017170" NA NA NA NA
4 5700001 5774999 5742617 5746916 FALSE "ENSGACG00000017170" NA NA NA NA
4 5700001 5774999 5751659 5763226 FALSE "ENSGACG00000017174" "M" 0.162 FALSE "leder2015"
4 5700001 5774999 5767958 5769001 FALSE "ENSGACG00000017178" "M" 0.064 FALSE "leder2015"
4 5775001 5849999 5786549 5787451 FALSE "ENSGACG00000017181" NA NA NA NA
4 5850001 5924999 5861089 5865603 FALSE "ENSGACG00000017189" NA NA NA NA
4 5850001 5924999 5872021 5884796 FALSE "ENSGACG00000017190" NA NA NA NA
4 5850001 5924999 5886034 5889741 FALSE "ENSGACG00000017195" "M" 0.168 TRUE "leder2015"
4 5850001 5924999 5886971 5889733 FALSE "ENSGACG00000017195" "M" 0.168 TRUE "leder2015"
4 5925001 5999999 5940893 5955420 FALSE "ENSGACG00000017204" NA NA NA NA
4 6000001 6074999 6049054 6052497 FALSE "ENSGACG00000017211" "M" 0.176 FALSE "leder2015"
4 6000001 6074999 6059699 6062416 FALSE "ENSGACG00000017212" NA NA NA NA
4 6075001 6149999 6119948 6121072 FALSE "ENSGACG00000017216" NA NA NA NA
4 6075001 6149999 6128331 6137952 FALSE "ENSGACG00000017218" "M" 0.088 FALSE "leder2015"
4 6075001 6149999 6128853 6136638 FALSE "ENSGACG00000017218" "M" 0.088 FALSE "leder2015"
4 6075001 6149999 6140111 6143868 FALSE "ENSGACG00000017237" "F" -0.195 FALSE "leder2015"
4 6150001 6224999 6166412 6167818 FALSE "ENSGACG00000017257" NA NA NA NA
4 6150001 6224999 6172591 6175435 FALSE "ENSGACG00000017258" NA NA NA NA
4 6150001 6224999 6176947 6179538 FALSE "ENSGACG00000017263" NA NA NA NA
4 6150001 6224999 6196021 6206176 FALSE "ENSGACG00000017265" NA NA NA NA
4 6150001 6224999 6211432 6216554 FALSE "ENSGACG00000017268" "M" 1.5 TRUE "leder2010"
4 6150001 6224999 6211432 6216554 FALSE "ENSGACG00000017268" "M" 1.5 TRUE "leder2010"
4 6150001 6224999 6211432 6216554 FALSE "ENSGACG00000017268" "M" 1.5 TRUE "leder2010"
4 6150001 6224999 6211432 6216554 FALSE "ENSGACG00000017268" "M" 0.344 FALSE "leder2015"
4 6150001 6224999 6211455 6214764 FALSE "ENSGACG00000017268" "M" 1.5 TRUE "leder2010"
4 6150001 6224999 6211455 6214764 FALSE "ENSGACG00000017268" "M" 1.5 TRUE "leder2010"
4 6150001 6224999 6211455 6214764 FALSE "ENSGACG00000017268" "M" 1.5 TRUE "leder2010"
4 6150001 6224999 6211455 6214764 FALSE "ENSGACG00000017268" "M" 0.344 FALSE "leder2015"
4 6150001 6224999 6211463 6220387 FALSE "ENSGACG00000017268" "M" 1.5 TRUE "leder2010"
4 6150001 6224999 6211463 6220387 FALSE "ENSGACG00000017268" "M" 1.5 TRUE "leder2010"
4 6150001 6224999 6211463 6220387 FALSE "ENSGACG00000017268" "M" 1.5 TRUE "leder2010"
4 6150001 6224999 6211463 6220387 FALSE "ENSGACG00000017268" "M" 0.344 FALSE "leder2015"
4 6150001 6224999 6211625 6220375 FALSE "ENSGACG00000017268" "M" 1.5 TRUE "leder2010"
4 6150001 6224999 6211625 6220375 FALSE "ENSGACG00000017268" "M" 1.5 TRUE "leder2010"
4 6150001 6224999 6211625 6220375 FALSE "ENSGACG00000017268" "M" 1.5 TRUE "leder2010"
4 6150001 6224999 6211625 6220375 FALSE "ENSGACG00000017268" "M" 0.344 FALSE "leder2015"
4 6225001 6299999 6232690 6239487 FALSE "ENSGACG00000017288" "M" 0.072 FALSE "leder2015"
4 6225001 6299999 6233103 6235788 FALSE "ENSGACG00000017288" "M" 0.072 FALSE "leder2015"
4 6225001 6299999 6240568 6246395 FALSE "ENSGACG00000017304" NA NA NA NA
4 6225001 6299999 6251502 6299440 FALSE "ENSGACG00000017306" NA NA NA NA
4 6300001 6374999 6357189 6367800 FALSE "ENSGACG00000017312" NA NA NA NA
4 6300001 6374999 6370746 6372531 FALSE "ENSGACG00000017316" NA NA NA NA
4 6375001 6449999 6381232 6387195 FALSE "ENSGACG00000017320" NA NA NA NA
4 6375001 6449999 6381232 6387195 FALSE "ENSGACG00000017320" NA NA NA NA
4 6375001 6449999 6388292 6393394 FALSE "ENSGACG00000017324" "M" 0.178 FALSE "leder2015"
4 6375001 6449999 6393478 6401434 FALSE "ENSGACG00000017326" "M" 0.044 FALSE "leder2015"
