chr pos ies_wht ies_cmn ies_cbr
2 20318547 5511.97723780057 5116.65077521155 6668.58222519342
2 20318638 3931.66725599035 3616.76751687132 4307.26740005062
2 20318680 4292.24695399394 4076.26888555941 5284.27223491114
2 20318714 4523.53248441971 4296.70368036286 5080.90970902465
2 20318739 6841.32578322042 7549.75840505518 8357.051399646
2 20320751 7661.45675343259 8025.44268935068 9470.82263957319
2 20328398 9656.14504435694 11067.235726059 12875.6894616871
2 20328913 7875.22568298275 9484.97568713525 14602.5484169295
2 20329039 3948.25775549012 4406.76895694902 8020.82799977227
2 20329041 9068.60950231478 10230.685461032 15034.2849859178
2 20329110 13673.5097242161 14302.6891626289 22293.3860499145
2 20329183 13563.5044944377 13524.2912031685 17228.0072378515
2 20329694 20011.4399639978 19531.1146594442 21326.8212551818
2 20329702 42358.8431008318 37384.9288172364 43670.0068581606
2 20336594 43403.3482185395 44214.9458325311 49035.6988239818
2 20354908 57898.0272327634 55176.9523241628 57891.3774065514
2 20355365 54545.2081345582 52733.0664570596 56050.0073682999
2 20401948 69112.2424273379 67737.9700809104 71882.9698592193
2 20402372 61382.4511845076 59722.4192626341 62981.977457965
2 20402614 38842.0020895024 39284.7030578864 41051.6810431899
2 20421876 38910.1472066301 35996.8357345598 40020.6162828167
2 20424684 36479.5711181298 30354.0865632369 37307.483182515
2 20424890 23317.8379555481 20411.8294851381 22720.7109793214
2 20424905 22273.9794296081 19853.3747178456 22720.7109793214
2 20424918 21907.3414790708 19853.3747178456 22720.7109793214
2 20424924 21907.3414790708 19853.3747178456 22720.7109793214
2 20424960 23235.264788349 18905.8329669184 22522.3623137296
2 20425000 14385.7687518862 11961.4681570771 14357.9292171194
2 20425035 9581.52695481086 8128.38674565543 9201.62923936334
2 20425036 9581.52695481086 8128.38674565543 9103.37715385277
2 20425185 7162.25000852042 6482.63443400117 7228.36237837041
2 20425474 12327.7236102161 12253.471052863 12613.3940050945
2 20425495 17976.0345470528 17042.929567628 16878.4925949421
2 20432559 17365.696293416 16739.5331509325 17463.6227255436
2 20443316 16799.224367797 16755.4784578776 16292.3833003611
2 20443319 16799.224367797 16755.4784578776 16305.1171045718
2 20443352 17245.4542867162 16523.8839766099 16211.0960137974
2 20443439 16109.7284304589 14834.1742494517 14136.407149425
2 20445741 11539.5618770902 11739.3865805855 11912.4406251461
2 20446142 10059.7573955257 9165.17613238202 9622.69377312446
2 20449299 8728.06664001043 8168.01112302469 8858.26324816619
2 20449326 8509.79981018886 8097.53462333823 8794.61159691036
2 20449562 6152.70920455042 5617.26283403573 7305.85235256392
2 20449573 3960.71962741819 4456.75749866486 5405.55595713884
2 20449581 3793.78101243119 4271.36279265145 5236.58116713614
2 20449611 6596.15898636505 6747.30677479795 9102.16644253524
2 20449612 6708.10681710132 6764.36141804237 9066.81051311135
2 20455780 5854.20607643806 5648.73447130559 11224.2954336461
2 20455819 6589.65841152395 6140.49032884433 12910.7460859778
2 20455821 6589.65841152395 6140.49032884433 12910.7460859778
2 20455903 4031.83937367052 3140.04819282354 7219.77297119352
2 20455928 6203.42139132006 5461.48247385414 13945.4163160065
2 20456156 9291.77113521548 7697.59376059178 16618.5103200322
2 20456170 13376.299954581 12610.517199116 19676.327687998
2 20456213 19974.03855433 20253.8937289965 26581.4744438911
2 20456214 19967.2043102471 20387.728909478 25034.31232797
2 20456232 24070.9073348838 23894.3657319158 29454.9648530504
2 20480174 31629.2308718787 31577.5481121218 37538.6303909094
2 20480283 27148.8662412685 29504.4942637115 34955.5449993528
2 20486019 26999.8855060468 26419.319094526 31369.529703192
2 20495179 28467.9324244536 30165.588218313 36311.8150831148
2 20495318 27357.6752738083 27269.0857560883 30888.7265164037
2 20495444 27342.9765389174 28259.3898586331 31914.8682987845
2 20507308 27029.7514874931 28110.5213842511 32132.2760138833
2 20508388 27051.8650128985 27557.3772571428 32630.3018205224
2 20508420 27456.2230733778 29775.6323754899 31824.108715141
2 20517908 24196.8984574497 29577.352886683 32721.0193715319
2 20517942 24730.0799552323 30264.4565667057 33026.6921083227
2 20530215 20674.4706314844 21284.3907731386 23610.7267479954
2 20530220 13180.9410342016 17927.6868562343 19051.235263798
2 20530222 19317.4954181 21588.0559216816 23912.1428637562
2 20530718 15431.7200689419 21644.6566512515 17304.9720786469
2 20530722 13808.2636800924 18528.6851639768 18343.8085824486
2 20530964 14560.7638990271 18553.4550007592 19169.5163145868
2 20539385 18606.2577724272 19478.1753690416 20711.1113597328
2 20539415 16719.8880117815 17031.1992624974 16432.8313686293
2 20546351 24921.4978887719 25219.8950982615 23296.3858736455
2 20546775 28352.0032829739 29016.9617433597 32516.7163021939
2 20573500 29637.0492393912 28928.7157328971 33433.1032636002
2 20573507 29147.1105137414 28450.0251867691 34517.9791122645
2 20573705 30647.1598800172 25296.7953247808 31941.2737453687
2 20573740 30256.9749741161 25612.3199583348 31774.658148778
2 20573741 25654.65933017 27638.2541023798 37393.7400719351
2 20578210 40618.4051171647 45004.5779104981 48976.3662839182
2 20584843 43600.4735244377 43369.6126628057 48497.5001421555
2 20617185 50453.5985477938 53459.7437824179 56462.4861118975
2 20629777 45098.1466490555 47023.665265078 51911.7963865732
2 20630103 37959.6018430515 42553.1652721524 46314.1974230132
2 20630144 38126.2325044798 40355.1040090309 44002.0330916018
2 20630157 37889.4244276409 41599.6021038135 43021.8533768598
2 20644251 38491.1151820817 40200.8914959066 41906.1611966646
2 20646804 35360.1405240615 38360.4977320933 40092.5283277826
2 20646806 35360.1405240615 38805.3300086113 40092.5283277826
2 20667256 42526.2815879858 45662.6164523668 44426.9693801033
2 20672846 26029.2568323507 28031.9398964851 29621.9329002102
2 20672902 27478.7126665363 30682.945922941 27579.7556797081
2 20688340 22838.1070469606 24730.9875604903 22460.3125735955
2 20688783 18366.7450456694 19354.5697818423 18057.4118662507
2 20688786 18366.7450456694 19354.5697818423 18057.4118662507
2 20700071 14715.8511338435 15921.576417339 14083.1801863644
2 20700075 14715.8511338435 15892.3237951866 14083.1801863644
2 20700167 15051.8759979786 17372.6355477225 14452.8716773007
2 20700178 13325.1177901976 14482.99553304 13332.8596140471
2 20707187 16532.2320541354 20050.005461809 18519.7731800886
2 20707295 17045.9962428336 22034.4552043309 18589.658628476
2 20707402 17445.4970356781 22745.6597078232 19429.6767973323
2 20707415 16733.0498416522 21924.9295511653 19554.7180264009
2 20707452 28812.7505898533 28744.9258176055 22924.8101183769
2 20710532 42902.3251208746 47031.7351568229 31642.5391069536
2 20713982 47145.5740670375 47489.4376832757 38910.8786747198
2 20714015 48869.9434148664 49692.3283217885 41605.7772917437
2 20714018 48869.9434148664 49692.3283217885 41605.7772917437
2 20714019 48869.9434148664 49692.3283217885 41605.7772917437
2 20714021 48869.9434148664 50235.8922635634 42055.8940660327
2 20714028 49644.1509540173 50802.225096333 41725.199921541
2 20714036 49644.1509540173 50167.1680296174 41725.199921541
2 20722437 56647.7712573929 56328.5846769906 50126.1188976914
2 20722552 78026.4563881198 68830.2552005984 64518.4918079666
2 20761980 73413.7073549463 72386.7525028873 75548.7158348485
2 20762046 71515.8336394308 68055.1465932187 71828.2900560246
2 20764973 78444.4473323267 71171.1598614662 72927.6253034414
2 20765036 77765.4721723448 70872.2049140638 73387.4274878307
2 20810485 103398.260727695 92329.7692319494 99881.1720184967
2 20812540 76107.815048714 63430.5253303216 77087.3142614902
2 20819540 100195.277838886 91101.2726466731 93870.9051171482
2 20834555 89921.3825858589 81118.604867755 89432.8261545277
2 20867742 95312.1101210548 83344.4125228207 90928.9742758201
2 20891239 92128.7357106969 81656.9050533893 88731.2655411689
2 20892371 85919.9811239361 72156.2201127666 80110.2972883309
2 20892372 82720.8903877886 70814.1254266056 71371.3560805472
2 20924415 90275.4525785671 75306.2915361955 76914.1916965482
2 20924898 52522.8849158471 47622.7958719114 49948.1524224755
2 20925548 54133.527285586 47948.7292328988 46178.0579176683
2 20938334 76954.7966353771 61505.5983885493 64426.3521503745
2 20948941 62464.6663470291 48238.3737186166 58606.0635007801
2 20949089 62179.4296471208 49498.4060709899 57938.2505747151
2 20949108 61695.4262848541 47860.6781149713 57600.5211419286
2 20960744 68173.3622248519 54480.97654877 59346.9733317112
2 20961193 68173.3622248519 54740.5342534084 59346.9733317112
2 20973080 60782.8818282649 53072.8580712351 58400.6717263967
2 21002105 60997.0752970313 50393.4924490426 57140.8076319469
2 21002158 55552.9025316964 39046.7116363129 49423.6235706815
2 21002273 53032.8485083689 35650.9747395701 54239.1403002641
2 21002290 46182.7029813917 38979.7659361347 35050.7861185355
2 21018892 43407.3048836272 33281.1381141381 34477.225318715
2 21018916 40061.2166806469 31444.1566480237 30357.9309291079
2 21019245 38482.6164034576 28372.0606925021 29583.4276783978
2 21019258 36299.5921740942 28511.9761960828 28776.4925737785
2 21024629 24367.6091718788 20042.1338536581 19497.5648330594
2 21024635 24367.6091718788 20042.1338536581 19497.5648330594
2 21024637 24367.6091718788 20042.1338536581 19200.2887597047
2 21024851 16580.5167700907 17322.2617824788 15257.0109229006
2 21027846 18722.8441942306 16507.3455624914 17084.0765488708
2 21027852 18666.1785209445 15537.8022018833 15328.8897719243
2 21027910 15464.6710805223 13175.0452038211 14250.0467038196
2 21028027 21140.0229503979 17870.6825536353 19045.3419764779
2 21028029 21140.0229503979 17870.6825536353 19045.3419764779
2 21039553 23560.5245946295 21384.4183994915 24834.3586734745
2 21039657 34229.9021392544 25450.2037069831 29794.4448430915
2 21039843 36305.1545533393 30540.3924253974 33886.7814752785
2 21040188 42742.5162687071 38138.4714535487 43767.8496256514
2 21062980 43788.5277067846 40472.8777453372 42802.4812388162
2 21063110 46532.7821825367 41969.8189133618 45734.8036610502
2 21067716 51381.5215989427 45917.7856517317 49303.3286163966
2 21091521 44974.2695553635 40961.8805083941 45112.8498781571
2 21091600 46868.7716998952 43644.9329622035 49934.7966088997
2 21091853 54152.0104694187 50044.871733758 58896.638630609
2 21091873 59876.868960172 55741.2358509316 64349.0806249698
2 21091905 53861.4204829702 58247.9776486009 67176.1831402823
2 21091956 64787.4222794686 63351.0258924409 75341.4837614293
2 21147262 94075.9481496462 93595.1151644048 95190.5693047121
2 21163828 73999.5376874608 74985.8343407684 85668.9855719052
2 21181564 63477.9792131989 69262.6183538125 76474.6095422359
2 21182078 73944.642538783 67338.6656947251 77822.0594095248
2 21212625 70150.3690995594 73793.770967164 77033.3463925768
2 21225202 54208.315128314 54501.862027239 60794.1261523031
2 21235428 46941.0832881593 46267.2508324258 51099.7366073193
2 21235479 46931.9043330474 46227.5359694901 51099.7366073193
2 21235787 45148.3918666866 41562.3981427668 47941.1795720124
2 21253544 47527.9562250376 42337.1119348121 50505.3093058674
2 21253573 27349.9709550761 26670.1434386941 27080.1364351079
2 21253624 22295.2755425049 21989.3255919034 29719.9836005509
2 21253929 21356.1413183171 19271.3551953434 30338.2327344849
2 21253975 19517.6277899539 19407.9210137921 28547.4230723555
2 21253991 28769.1254374754 26223.2939514504 32799.2060126724
2 21253995 28769.1254374754 26223.2939514504 32799.2060126724
2 21253996 28769.1254374754 26223.2939514504 32799.2060126724
2 21279279 22241.2059709512 21788.5072124083 26144.2691888854
2 21279613 21354.0341850449 20381.9942742329 27124.3023236051
2 21280504 16972.5733131635 14336.7471588668 21817.8269861317
2 21280525 18468.2100793419 15352.4148778986 23225.677772623
2 21287211 12746.366293397 11604.933699364 18328.695980641
2 21287280 11177.9791068573 9436.08998575713 14014.238940938
2 21287281 11177.9791068573 9436.08998575713 14014.238940938
2 21287925 10846.8218213829 9951.33133900052 12939.0773850484
2 21289609 15027.234462643 12661.6766505236 15544.1304439717
2 21297315 10769.270592815 10636.3632304715 13351.9016282139
2 21297459 11318.9364949598 9903.70797927271 10712.7244903794
2 21297521 16373.2056377343 14218.259448098 16164.4122726772
2 21303118 20133.0549430958 18563.4701179538 18671.0175685414
2 21313383 17668.4931956917 15951.8745658565 16599.4524538007
2 21318864 17442.1450546065 16507.1060671281 18115.3211028426
2 21318987 17439.9731758042 14054.3361816357 13705.7271343502
2 21319068 15619.2911235196 15675.8675994822 17213.0015649569
2 21330636 15574.5529309756 13334.3520028383 13703.3273426708
2 21330666 17130.8866540433 15657.0774213056 15581.7554558425
2 21330705 16131.8155859309 15055.0189214868 15117.842689811
2 21330714 15460.9175156874 14797.8489248372 14292.4545275072
2 21334652 16179.0344552514 16030.7615961372 15112.8973431179
2 21334678 12598.880015578 12535.9170878149 11912.0998946565
2 21334698 14659.3913673072 11044.4993748098 9978.51318828062
2 21334701 14659.3913673072 11044.4993748098 9978.51318828062
2 21334714 15240.1246809842 11055.4395621307 9978.51318828062
2 21334730 18071.5223969132 14523.9616856907 12762.409163523
2 21335146 20601.1431388894 20353.4594439912 22090.105108587
2 21355940 20545.3794763075 17897.5050767181 17015.7051198363
2 21355959 18972.0144570353 17076.8395652538 16139.8123084323
2 21355987 17163.4473873389 12781.3959544096 15711.0264665574
2 21356109 17145.7747862503 13030.1240057168 14771.7011741968
2 21356120 12016.5886744795 9222.24693597497 10957.9982228398
2 21356122 12016.5886744795 9222.24693597497 10957.9982228398
2 21356154 18260.5554867221 12962.7229398809 14415.7260338536
2 21361455 16730.103700525 12554.4341808118 15022.2256349767
2 21361521 16147.4817270878 14472.8488851982 15398.0154916498
2 21361799 26054.7547954667 23624.9063830637 24438.3905803268
2 21361801 26402.8268541586 22981.7331090855 24078.5624413366
2 21361804 27742.5512116742 24315.0813610874 24742.9259536371
2 21368481 32352.656869559 31301.3657395303 30962.5026855551
2 21368512 32303.6299031227 31649.5144040889 31582.323903435
2 21396541 26698.9208795646 25618.0978125021 25795.268356613
2 21396684 25283.4343174187 24688.8714002293 22790.7553332849
2 21396727 14585.5377863307 16503.4095079911 18239.3168082239
2 21396758 9486.25071582704 11310.9307103669 11267.1404300016
2 21396850 7375.65561376539 8611.49843095101 10112.6000078982
2 21396857 7259.96405880283 8611.49843095101 10112.6000078982
2 21396873 10233.4771281087 11653.3982775638 11486.4181382822
2 21397037 9280.73935725821 10422.7052882584 10635.6348884333
2 21404356 11566.5259443003 12195.9735984161 11835.3493927003
2 21404406 10377.1855964477 10536.2050310645 10101.4924054547
2 21407487 11688.6942549744 12833.7602344361 11379.5619269529
2 21415444 14048.993760199 17353.3731739461 13911.3702831703
2 21415516 8386.02858561646 9555.3048583402 8710.35605981196
2 21415531 9763.73247903738 14325.2670216647 10072.0594052992
2 21415614 11831.0148939788 15341.2605999034 13147.5597728219
2 21421007 13699.9571545292 19291.8065536853 15962.00844596
2 21421025 13084.6540793298 18699.5994569982 15948.5928359885
2 21421055 14471.2760793331 20229.2722942316 18558.3634567883
2 21421085 14486.1999321747 19771.0306389119 19106.4035928048
2 21421097 17623.7009994235 21719.3522297123 18655.0818358066
2 21423120 17968.1607077304 21286.8932249912 19614.1669529805
2 21430168 31081.1113175302 32439.7545906488 33489.7906466527
2 21430188 31443.4245592233 31134.1875308406 31908.7600748431
2 21459492 34899.4929513059 36237.4019363 36669.9342926514
2 21459653 30974.6845173643 32357.9103412522 33732.1113818294
2 21459974 31407.290970648 28806.3466725538 31852.130923458
2 21460050 29008.4042132647 28802.5796310279 33492.9570199524
2 21466520 24871.9189174903 24035.1913827711 26054.6788267662
2 21478262 28640.4354981964 26920.086699892 30749.4965636015
2 21478288 23324.7649125638 21181.3761447863 28463.2745611678
2 21484965 18919.4540261425 19108.8092542741 22656.6082743727
2 21485252 16771.3464826553 17195.2242284848 22513.4491153745
2 21485347 14377.6029452178 15610.7363602574 20968.0320760217
2 21485348 20536.7984567961 22709.3211858914 26527.3937470873
2 21505063 17932.5322021688 19502.9556665712 21267.6184804848
2 21505178 13387.3257312965 13812.6078125586 14289.7308845718
2 21507756 14092.8156535312 15359.5158585858 13824.0940410624
2 21508181 16220.9437742811 15251.7120615786 15067.8808471336
2 21508245 16618.910144368 15748.8448982023 15467.9463138667
2 21508316 16618.910144368 15567.9990705382 15467.9463138667
2 21508589 17726.00890889 16193.1189155534 16414.4884439088
2 21513288 19293.1020740691 17871.9520224276 19249.0353809539
2 21513313 32130.2281897772 30390.181265499 33391.4219466865
2 21513325 32396.9405873852 31088.6514113911 34355.6859504442
2 21548365 27009.7454590937 26735.6585628242 26690.6453511938
2 21548875 18606.2618562246 16602.3474309346 23327.7382796867
2 21548885 14318.7062502353 13747.2243974874 18526.1352257398
2 21549040 7170.46460350973 7402.82541760744 9590.26177993882
2 21549064 6232.22561933305 5484.19504574418 8258.99127422686
2 21549085 9316.02585575902 6830.93273587572 11728.6029375857
2 21549385 7334.80127025802 7507.83076716758 10784.5346949767
2 21549398 8758.58727842164 7723.70212947826 9971.29193360386
2 21551530 8874.29966211875 9132.37394587102 8522.03202906961
2 21551580 9446.85520558989 9089.9598286551 9004.80077172718
2 21555216 9878.13783108999 10447.1013728757 9085.25117895128
2 21558490 12944.0299874678 13955.28217266 10605.9073856353
2 21563171 16112.549596882 20698.4994068895 12698.1389203765
2 21563175 16112.549596882 20698.4994068895 12641.0978613083
2 21563179 16080.5534253302 22351.8218804131 13071.479619853
2 21563191 16328.57963389 22455.401142158 13521.1168072852
2 21563218 16328.57963389 22704.1215417592 13989.7864836902
2 21564567 15722.8321415419 24847.7027878023 11736.0521367621
2 21564576 23271.7230720315 32619.6386265747 21507.8738524099
2 21564709 33422.7516964869 45763.3401432018 28604.4329728858
2 21564725 36078.5416303248 50007.7129037153 33155.6386251005
2 21564743 43037.2946525256 52015.4218583543 40464.287169129
2 21589543 54886.825727332 58610.6278055203 55955.4309594274
2 21620268 50601.4094500599 59240.9910656413 49998.9390701855
2 21635143 39840.5396078915 48819.644628312 39068.8086133674
2 21635367 26638.5499521181 33571.3525242338 28612.4407319552
2 21635373 14755.705658814 17662.7181008346 14151.3144768437
2 21635402 22523.6752500899 25219.2746147119 23307.5531676283
2 21635415 21112.6366037784 22965.0631634442 19949.3057457129
2 21644189 19637.9501505933 20444.1874929522 18799.5194921866
2 21644255 22313.3707197428 24103.0179789384 21944.3562171769
2 21644256 22313.3707197428 24103.0179789384 21944.3562171769
2 21661209 22311.8668893295 22584.6912875124 21535.6319243675
2 21661446 19989.8338957125 20909.9402327152 20435.672133397
2 21664492 27953.5251257765 31883.8643344797 29077.7226885308
2 21677256 22415.7907969602 26944.8965082865 23759.1384313753
2 21677483 25020.7226114084 28193.5716325316 25442.6043633931
2 21687456 30500.0340138562 32196.4360454138 29281.1773114045
2 21696563 25565.9449857052 33284.9401183102 30372.5084137612
2 21696695 25143.5158077887 26194.6700492163 22415.8940290983
2 21704562 23969.8699703466 25322.1049258085 24494.5202170338
2 21707615 25070.6209769436 28299.4303474671 26683.9675029864
2 21707620 25296.0795361603 28257.9767511 29374.1969119747
2 21707632 34322.1599684545 34007.5490929608 36870.0328563586
2 21707674 35221.9742087557 38305.0227410072 38096.5773833548
2 21707693 35351.3110045475 39442.1938160844 37667.4592945416
2 21725887 41377.4056476164 41371.490395364 41945.2758800453
2 21742509 42208.587081339 41737.8738186957 45395.1755474264
2 21742838 34813.3844868751 38230.5780357507 38781.6521025221
2 21742880 37192.2738697745 38576.0989549265 36163.8753849696
2 21757391 45302.9454505919 49908.995244805 50460.1354919716
2 21757463 38188.2499844762 42104.5252439341 41516.2827014827
2 21757536 37969.9328231843 42387.1732335728 40766.6802554366
2 21772063 53627.5025574618 54933.4342398125 55032.0572621046
2 21801568 39853.7315565149 43390.0828641498 40420.9903184747
2 21801582 42199.716197039 46954.5989058538 42976.8255079918
2 21801621 33351.8514204883 36820.4750179128 32105.3367989454
2 21823752 32153.6829081293 37405.8206770968 33879.1253470596
2 21823801 20083.5642012429 21875.8804295304 20528.4900383993
2 21825407 12350.3016233356 14466.3681469178 13123.4177321523
2 21826990 11570.6602915699 11883.7074584798 11747.2360062921
2 21826996 11052.8789312268 11879.8045027929 11560.1892939086
2 21832483 13921.3867213871 13284.3128715132 14052.506591204
2 21832490 9621.81450380999 9010.6536152343 9284.03066529357
2 21835182 11079.0119119848 10092.6261248676 11801.3336826467
2 21835217 13476.1003762803 11549.753414876 12567.7769484041
2 21835242 14605.9518031431 13180.8783747206 14159.0535572231
2 21848263 11746.4577789153 11226.535655686 11617.167081088
2 21848265 11746.4577789153 11226.535655686 11617.167081088
2 21848272 11746.4577789153 11226.535655686 11617.167081088
2 21848282 11539.3024790162 11226.535655686 11288.4151323237
2 21848288 11539.3024790162 11226.535655686 11288.4151323237
2 21848314 11719.205331003 11197.2690167574 11558.1660639961
2 21848333 10897.4307581887 9783.75758195154 11265.1194619972
2 21848546 6706.48055026966 6540.17200942089 7935.97076576877
2 21848559 6554.07986280029 5932.8634334931 7996.20055604292
2 21848657 8553.85650823235 6129.0476902626 8788.60632138954
2 21848665 11373.3158121364 9939.45873807135 11661.3584839923
2 21848951 11901.87926454 11188.7236163995 12689.515773328
2 21854987 18930.3178626428 19016.4011333028 19138.5945624632
2 21869003 15078.0620031795 14757.7261104161 15814.0062446207
2 21869062 12666.7759818094 12281.0230927718 12605.8648172616
2 21869067 14579.6280512595 13065.7389716449 14319.6954219622
2 21872195 11187.7869579349 12094.7368790017 12215.5272648108
2 21872219 11097.3996987221 11408.8827034913 12296.8675285191
2 21872233 13235.684695325 12616.9362866309 14644.0583770638
2 21883779 17117.2454338853 17261.0490474108 18404.4682761357
2 21883961 15462.7558380121 17141.6462632214 19374.6312434502
2 21883989 19063.5817481037 18445.8495256217 20549.9902658869
2 21894892 29981.3477285548 28872.7901933068 29067.4582668828
2 21895086 35826.1917233304 35502.3040808896 36400.9755222614
2 21895627 59168.8955455643 62220.7836818502 57323.7722024364
2 21951120 73659.656866205 73760.5932677713 69417.6696014735
2 21951133 72389.5626564551 72925.4109586893 66260.8032690972
2 21984705 47455.351122007 51608.9586216833 46795.70459842
2 21985958 49921.6069095609 50983.3647230323 45747.3587885906
2 21986017 26423.3114523555 27364.5240742983 25118.6403880282
2 21986048 41513.7204845951 45727.4739559673 42060.7719364939
2 21986096 40388.1167555943 40668.8576587499 38088.61368898
2 22019943 44400.6591010145 51263.5058600587 52414.5304450589
2 22019947 44234.170002411 51263.5058600587 52513.254418336
2 22019949 36747.8128486553 45368.346056195 40163.1658402611
2 22019952 41929.1816075284 49891.606998553 51350.9692402017
2 22020345 35584.1853298488 37311.8524760618 37742.812025707
2 22051714 46564.1202163361 48851.295244519 47160.4120863565
2 22051733 43737.7934331008 45586.2156300765 43559.9019910701
2 22052627 32721.8125564332 31698.5366619152 36310.2507262999
2 22052691 46707.5794434668 46465.7640907094 46466.863904027
2 22100460 44308.0756813662 45245.5698043358 44261.8869954107
2 22100619 26184.7739739139 25544.8124338867 25310.3575447606
2 22100789 24353.2244515139 25914.5590237452 26815.1686863439
2 22100803 24797.3162245162 26289.9454392418 27698.8023871473
2 22100816 36437.487529199 34485.4694089966 34901.9079219079
2 22129506 39369.5422427057 38908.3865851876 38367.7863391263
2 22129895 27981.5649819873 26708.644494783 27969.8614496153
2 22145276 26462.6786316677 25981.0332066267 25482.1456278872
2 22145294 26349.5412568011 23787.5753785545 25271.0980663907
2 22145391 26236.4251748628 26212.8399801787 25552.5281257049
2 22145413 27420.1407126864 27953.6735272798 28792.6576372021
2 22164564 23237.4993858996 23265.7736897151 24246.6130020847
2 22164618 21057.7125563028 22631.8829515201 21983.9901792861
2 22173070 24965.5051790414 24380.6730248999 26704.7439248771
2 22173092 28566.0145557881 29292.576933154 29465.6863800804
2 22181154 35783.8476962246 37037.9117721788 34413.0653015884
2 22182404 32463.4800816816 34038.1252148622 35374.7017196064
2 22182415 45784.0592129467 48626.2258803178 46844.2250836824
2 22187851 53035.2155545548 53684.5767641852 55404.5352868753
2 22187887 66475.5459049048 64151.5131504372 63678.327719763
2 22269137 78793.071841536 79175.8219336005 80120.0087244107
2 22271884 44685.3479008506 43754.463341918 42918.2583660663
2 22277578 27770.2733175012 27542.5797892398 27721.9282406345
2 22277947 20025.304100908 20217.1421525837 20641.8264953859
2 22283780 15695.7707900565 18937.548154917 14470.3149094041
2 22284196 12957.0822816657 13891.9153221023 14298.8820272217
2 22284301 21213.8330740132 21730.242557609 17602.5647994327
2 22284340 22260.6855354882 22787.7153833111 18620.5910346918
2 22284349 22260.6855354882 22787.7153833111 18620.5910346918
2 22289390 20187.0661953645 20121.6650446253 18383.1441739709
2 22294798 31215.7059184127 30332.735642149 29273.0327920248
2 22307140 33615.2210517946 35315.5561558489 30002.2272884582
2 22316646 36534.4395650593 35414.2048664173 33448.8258494909
2 22316692 32495.6931098754 32975.3056165517 28330.9477430231
2 22321285 37754.3573187664 36379.1141306214 37700.742393654
2 22347993 41700.5435580353 42005.4165928285 41108.6112202477
2 22347994 41700.5435580353 42005.4165928285 41108.6112202477
2 22348335 38168.6682116007 36972.3130942281 36766.80585
2 22348433 36699.6992834058 35023.6407170829 34727.2311517363
2 22348567 27339.2447134277 24163.0991594356 22393.5960928893
2 22348629 34929.2307057606 36405.3562323832 37749.0507629358
2 22361757 31702.4291335039 30968.9585833047 31049.0814054716
2 22361803 31052.0738836262 30168.0285163945 31847.6634774409
2 22383538 31096.1796270809 34074.4612884952 34301.0315141655
2 22383540 31096.1796270809 34074.4612884952 34301.0315141655
2 22383662 20173.3689667317 22115.9262445924 22977.6073352217
2 22386511 17776.6045865756 21280.4709806198 21509.24449899
2 22387851 15450.8250543686 19939.8256032315 20501.9067403148
2 22387866 17650.9567714538 22699.9013186352 22386.2751739228
2 22387874 11889.2971560111 16331.1477797828 16123.6379969776
2 22387878 18910.1535136022 25088.3663074289 23814.5962676059
2 22395188 23918.4583586426 26965.8598211642 31172.0035824845
2 22395190 29248.8476565925 32488.0738224998 34748.0126307637
2 22395212 34579.3596574243 35569.5325326438 37402.2474498102
2 22432671 41806.3844485463 44002.1138599706 44070.2744914989
2 22437803 38753.830488651 40876.5495671132 42906.3703298655
2 22437922 31805.4363689439 29611.9605361999 30261.6872102726
2 22442200 43801.4609188304 41880.1610358239 42416.0826817774
2 22459984 38457.8555080721 40154.4295474142 38112.9048764572
2 22460020 54757.879207399 57436.4450253747 50918.2807653392
2 22460036 58206.9889324636 61674.9473322591 57045.4926172762
2 22466067 77447.2747538598 73254.846352471 77544.4044612477
2 22466085 85333.6747988525 82412.8630743843 83190.3414501138
2 22549481 83101.7588361662 81913.8525666044 83604.8137823289
2 22549495 81579.9631143487 76387.0176116573 79778.8435326434
2 22550059 77591.0181026916 75587.4417901212 76174.3943338126
2 22550074 77591.0181026916 73908.9975325831 73681.0685940428
2 22550175 60243.9569335218 54953.1834495565 58631.1453219134
2 22550363 55061.6734546825 46279.6513224847 54989.2973620266
2 22557254 34750.6991259961 28819.9914385202 35620.5613198404
2 22557266 32742.8848634039 27532.0003545509 33837.3876153177
2 22557498 25323.9688725306 23802.9911697998 30892.4329925086
2 22559073 18508.3053241434 17227.2211912153 19342.8205626834
2 22568852 12025.524779425 10013.3680677315 12396.9236813583
2 22568859 9844.97017411745 9797.0078568213 11027.8640790057
2 22568890 5998.40847567346 7368.30479980039 6988.22565116704
2 22569003 7484.90527993954 7926.73086268064 8239.0524920819
2 22569105 7559.96049759785 8078.28469642823 7628.26370853756
2 22569159 7896.39999852917 8137.47604315241 8904.57823353065
2 22569656 7658.16650421515 8119.99246618484 8206.7332500449
2 22575486 15238.7857693256 13620.7447675012 14042.7229944241
2 22575641 16366.216891937 16161.5936708194 15869.0718281708
2 22575683 16490.1607913828 15633.4160861266 16332.5363460323
2 22582260 26092.1417036635 24586.3751353419 23664.0372005902
2 22582270 26982.9355283252 26859.9011632862 24952.2156491008
2 22582299 31848.3424195 30450.7060092185 29214.8184793778
2 22582313 31465.2256393206 30395.7313611225 29484.1782020699
2 22582314 31465.2256393206 30395.7313611225 29484.1782020699
2 22582317 31465.2256393206 30540.1456968889 29484.1782020699
